,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
7933,C06,Baboon,10/26/16 04:59,10/26/16,4:59:32,80863,1348,22.5,0.9,Merged_no_ghost/C06/Baboon,2016 10 26 04 59 33.JPG
65034,J07,Baboon,2/11/16 4:59,2/11/16,4:59:37,123,2,0,0,Merged_no_ghost/J07/Baboon,2016 11 02 04 59 37.JPG
53158,H13,Baboon,7/10/16 4:59,7/10/16,4:59:39,86532,1442,24,1,Merged_no_ghost/H13/Baboon,2016 10 07 04 59 39.JPG
65035,J07,Baboon,2/11/16 4:59,2/11/16,4:59:39,2,0,0,0,Merged_no_ghost/J07/Baboon,2016 11 02 04 59 39.JPG
53159,H13,Baboon,7/10/16 4:59,7/10/16,4:59:40,1,0,0,0,Merged_no_ghost/H13/Baboon,2016 10 07 04 59 40.JPG
95038,L13,Baboon,2/11/16 4:59,2/11/16,4:59:40,72,1,0,0,Merged_no_ghost/L13/Baboon,2016 11 02 04 59 40.JPG
95039,L13,Baboon,2/11/16 4:59,2/11/16,4:59:40,72,1,0,0,Merged_no_ghost/L13/Baboon,2016 11 02 04 59 41.JPG
53220,H13,Baboon,11/11/16 4:59,11/11/16,4:59:53,68,1,0,0,Merged_no_ghost/H13/Baboon,2016 11 11 04 59 53.JPG
53221,H13,Baboon,11/11/16 4:59,11/11/16,4:59:55,2,0,0,0,Merged_no_ghost/H13/Baboon,2016 11 11 04 59 55.JPG
64976,J07,Baboon,10/17/16 05:00,10/17/16,5:00:32,63,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 00 32.JPG
74493,K08,Baboon,10/21/16 05:00,10/21/16,5:00:32,140,2,0,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 00 32.JPG
64977,J07,Baboon,10/17/16 05:00,10/17/16,5:00:33,1,0,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 00 33.JPG
74494,K08,Baboon,10/21/16 05:00,10/21/16,5:00:33,1,0,0,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 00 33.JPG
7934,C06,Baboon,10/26/16 05:00,10/26/16,5:00:39,67,1,0,0,Merged_no_ghost/C06/Baboon,2016 10 26 05 00 39.JPG
7935,C06,Baboon,10/26/16 05:00,10/26/16,5:00:39,67,1,0,0,Merged_no_ghost/C06/Baboon,2016 10 26 05 00 40.JPG
64978,J07,Baboon,10/17/16 05:01,10/17/16,5:01:17,44,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 01 17.JPG
64979,J07,Baboon,10/17/16 05:01,10/17/16,5:01:17,44,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 01 18.JPG
70726,K06,Baboon,10/13/16 05:01,10/13/16,5:01:59,51259,854,14.2,0.6,Merged_no_ghost/K06/Baboon,2016 10 13 04 48 59.JPG
70727,K06,Baboon,10/13/16 05:01,10/13/16,5:01:59,51259,854,14.2,0.6,Merged_no_ghost/K06/Baboon,2016 10 13 04 49 00.JPG
64980,J07,Baboon,10/17/16 05:02,10/17/16,5:02:03,46,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 02 03.JPG
64981,J07,Baboon,10/17/16 05:02,10/17/16,5:02:04,1,0,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 02 04.JPG
44922,H03,Baboon,10/25/16 05:02,10/25/16,5:02:14,597,10,0.2,0,Merged_no_ghost/H03/Baboon,2016 10 25 05 02 14.JPG
44923,H03,Baboon,10/25/16 05:02,10/25/16,5:02:14,597,10,0.2,0,Merged_no_ghost/H03/Baboon,2016 10 25 05 02 15.JPG
53180,H13,Baboon,8/10/16 5:02,8/10/16,5:02:35,84647,1411,23.5,1,Merged_no_ghost/H13/Baboon,2016 10 08 05 02 35.JPG
53181,H13,Baboon,8/10/16 5:02,8/10/16,5:02:36,1,0,0,0,Merged_no_ghost/H13/Baboon,2016 10 08 05 02 36.JPG
64982,J07,Baboon,10/17/16 05:03,10/17/16,5:03:05,61,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 03 05.JPG
64983,J07,Baboon,10/17/16 05:03,10/17/16,5:03:05,61,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 03 06.JPG
64984,J07,Baboon,10/17/16 05:03,10/17/16,5:03:39,34,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 03 39.JPG
53212,H13,Baboon,5/11/16 5:03,5/11/16,5:03:40,346520,5775,96.2,4,Merged_no_ghost/H13/Baboon,2016 11 05 05 03 40.JPG
53213,H13,Baboon,5/11/16 5:03,5/11/16,5:03:40,346520,5775,96.2,4,Merged_no_ghost/H13/Baboon,2016 11 05 05 03 41.JPG
64985,J07,Baboon,10/17/16 05:03,10/17/16,5:03:41,2,0,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 03 41.JPG
24605,E06,Baboon,1/10/16 5:03,1/10/16,5:03:55,160157,2669,44.5,1.9,Merged_no_ghost/E06/Baboon,2016 10 01 05 03 55.JPG
24606,E06,Baboon,1/10/16 5:03,1/10/16,5:03:56,1,0,0,0,Merged_no_ghost/E06/Baboon,2016 10 01 05 03 56.JPG
65981,J09,Baboon,10/27/16 05:04,10/27/16,5:04:15,449,7,0.1,0,Merged_no_ghost/J09/Baboon,2016 10 27 05 04 15.JPG
65982,J09,Baboon,10/27/16 05:04,10/27/16,5:04:15,449,7,0.1,0,Merged_no_ghost/J09/Baboon,2016 10 27 05 04 16.JPG
64986,J07,Baboon,10/17/16 05:04,10/17/16,5:04:27,46,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 04 27.JPG
64987,J07,Baboon,10/17/16 05:04,10/17/16,5:04:28,1,0,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 04 28.JPG
44872,H03,Baboon,10/14/16 05:04,10/14/16,5:04:42,342125,5702,95,4,Merged_no_ghost/H03/Baboon,2016 10 14 05 04 42.JPG
44873,H03,Baboon,10/14/16 05:04,10/14/16,5:04:43,1,0,0,0,Merged_no_ghost/H03/Baboon,2016 10 14 05 04 43.JPG
44924,H03,Baboon,10/25/16 05:05,10/25/16,5:05:20,186,3,0,0,Merged_no_ghost/H03/Baboon,2016 10 25 05 05 20.JPG
44925,H03,Baboon,10/25/16 05:05,10/25/16,5:05:20,186,3,0,0,Merged_no_ghost/H03/Baboon,2016 10 25 05 05 21.JPG
99503,M10,Baboon,10/28/16 05:05,10/28/16,5:05:26,87043,1451,24.2,1,Merged_no_ghost/M10/Baboon,2016 10 28 05 05 26.JPG
99504,M10,Baboon,10/28/16 05:05,10/28/16,5:05:27,1,0,0,0,Merged_no_ghost/M10/Baboon,2016 10 28 05 05 27.JPG
64988,J07,Baboon,10/17/16 05:05,10/17/16,5:05:50,82,1,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 05 50.JPG
64989,J07,Baboon,10/17/16 05:05,10/17/16,5:05:51,1,0,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 05 51.JPG
70728,K06,Baboon,10/13/16 05:05,10/13/16,5:05:58,239,4,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 13 04 52 58.JPG
70729,K06,Baboon,10/13/16 05:06,10/13/16,5:06:00,2,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 13 04 53 00.JPG
74495,K08,Baboon,10/21/16 05:06,10/21/16,5:06:04,331,6,0.1,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 06 04.JPG
74496,K08,Baboon,10/21/16 05:06,10/21/16,5:06:04,331,6,0.1,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 06 05.JPG
66497,J11,Baboon,10/25/16 05:06,10/25/16,5:06:42,517768,8629,143.8,6,Merged_no_ghost/J11/Baboon,2016 10 25 05 06 42.JPG
66498,J11,Baboon,10/25/16 05:06,10/25/16,5:06:43,1,0,0,0,Merged_no_ghost/J11/Baboon,2016 10 25 05 06 43.JPG
93927,L11,Baboon,12/10/16 5:06,12/10/16,5:06:49,60082,1001,16.7,0.7,Merged_no_ghost/L11/Baboon,2016 10 12 05 06 49.JPG
93928,L11,Baboon,12/10/16 5:06,12/10/16,5:06:50,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 10 12 05 06 50.JPG
64990,J07,Baboon,10/17/16 05:07,10/17/16,5:07:36,105,2,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 07 36.JPG
64991,J07,Baboon,10/17/16 05:07,10/17/16,5:07:37,1,0,0,0,Merged_no_ghost/J07/Baboon,2016 10 17 05 07 37.JPG
66499,J11,Baboon,10/25/16 05:07,10/25/16,5:07:52,69,1,0,0,Merged_no_ghost/J11/Baboon,2016 10 25 05 07 52.JPG
53160,H13,Baboon,7/10/16 5:07,7/10/16,5:07:53,493,8,0.1,0,Merged_no_ghost/H13/Baboon,2016 10 07 05 07 53.JPG
53161,H13,Baboon,7/10/16 5:07,7/10/16,5:07:53,493,8,0.1,0,Merged_no_ghost/H13/Baboon,2016 10 07 05 07 54.JPG
66500,J11,Baboon,10/25/16 05:07,10/25/16,5:07:53,1,0,0,0,Merged_no_ghost/J11/Baboon,2016 10 25 05 07 53.JPG
74497,K08,Baboon,10/21/16 05:08,10/21/16,5:08:09,125,2,0,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 08 09.JPG
74498,K08,Baboon,10/21/16 05:08,10/21/16,5:08:09,125,2,0,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 08 10.JPG
70462,K06,Baboon,2/10/16 5:08,2/10/16,5:08:26,81268,1354,22.6,0.9,Merged_no_ghost/K06/Baboon,2016 10 02 04 55 26.JPG
70463,K06,Baboon,2/10/16 5:08,2/10/16,5:08:27,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 55 27.JPG
2711,A10,Baboon,7/11/16 5:08,7/11/16,5:08:34,338133,5636,93.9,3.9,Merged_no_ghost/A10/Baboon,2016 11 07 05 08 34.JPG
2712,A10,Baboon,7/11/16 5:08,7/11/16,5:08:34,338133,5636,93.9,3.9,Merged_no_ghost/A10/Baboon,2016 11 07 05 08 35.JPG
65036,J07,Baboon,2/11/16 5:08,2/11/16,5:08:35,536,9,0.2,0,Merged_no_ghost/J07/Baboon,2016 11 02 05 08 35.JPG
65037,J07,Baboon,2/11/16 5:08,2/11/16,5:08:36,1,0,0,0,Merged_no_ghost/J07/Baboon,2016 11 02 05 08 36.JPG
93929,L11,Baboon,12/10/16 5:08,12/10/16,5:08:45,115,2,0,0,Merged_no_ghost/L11/Baboon,2016 10 12 05 08 45.JPG
93930,L11,Baboon,12/10/16 5:08,12/10/16,5:08:46,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 10 12 05 08 46.JPG
70464,K06,Baboon,2/10/16 5:09,2/10/16,5:09:01,34,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 01.JPG
70465,K06,Baboon,2/10/16 5:09,2/10/16,5:09:01,34,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 02.JPG
74499,K08,Baboon,10/21/16 05:09,10/21/16,5:09:01,52,1,0,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 09 01.JPG
74500,K08,Baboon,10/21/16 05:09,10/21/16,5:09:01,52,1,0,0,Merged_no_ghost/K08/Baboon,2016 10 21 05 09 02.JPG
65983,J09,Baboon,10/27/16 05:09,10/27/16,5:09:07,292,5,0.1,0,Merged_no_ghost/J09/Baboon,2016 10 27 05 09 07.JPG
65984,J09,Baboon,10/27/16 05:09,10/27/16,5:09:08,1,0,0,0,Merged_no_ghost/J09/Baboon,2016 10 27 05 09 08.JPG
93931,L11,Baboon,12/10/16 5:09,12/10/16,5:09:15,29,0,0,0,Merged_no_ghost/L11/Baboon,2016 10 12 05 09 15.JPG
93932,L11,Baboon,12/10/16 5:09,12/10/16,5:09:16,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 10 12 05 09 16.JPG
16297,D05,Baboon,10/22/16 05:09,10/22/16,5:09:28,81457,1358,22.6,0.9,Merged_no_ghost/D05/Baboon,2016 10 22 05 09 28.JPG
16298,D05,Baboon,10/22/16 05:09,10/22/16,5:09:29,1,0,0,0,Merged_no_ghost/D05/Baboon,2016 10 22 05 09 29.JPG
70466,K06,Baboon,2/10/16 5:09,2/10/16,5:09:46,45,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 46.JPG
70467,K06,Baboon,2/10/16 5:09,2/10/16,5:09:47,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 47.JPG
16299,D05,Baboon,10/22/16 05:10,10/22/16,5:10:04,35,1,0,0,Merged_no_ghost/D05/Baboon,2016 10 22 05 10 04.JPG
16300,D05,Baboon,10/22/16 05:10,10/22/16,5:10:05,1,0,0,0,Merged_no_ghost/D05/Baboon,2016 10 22 05 10 05.JPG
56597,I06,Baboon,10/24/16 05:10,10/24/16,5:10:12,591614,9860,164.3,6.8,Merged_no_ghost/I06/Baboon,2016 10 24 05 10 12.JPG
56598,I06,Baboon,10/24/16 05:10,10/24/16,5:10:13,1,0,0,0,Merged_no_ghost/I06/Baboon,2016 10 24 05 10 13.JPG
65062,J07,Baboon,12/11/16 5:10,12/11/16,5:10:13,41086,685,11.4,0.5,Merged_no_ghost/J07/Baboon,2016 11 12 05 10 13.JPG
65063,J07,Baboon,12/11/16 5:10,12/11/16,5:10:14,1,0,0,0,Merged_no_ghost/J07/Baboon,2016 11 12 05 10 14.JPG
36281,F11,Baboon,9/16/16 05:10,9/16/16,5:10:37,418189,6970,116.2,4.8,Merged_no_ghost/F11/Baboon,2016 09 16 05 10 37.JPG
36282,F11,Baboon,9/16/16 05:10,9/16/16,5:10:38,1,0,0,0,Merged_no_ghost/F11/Baboon,2016 09 16 05 10 38.JPG
91176,L09,Baboon,1/10/16 5:11,1/10/16,5:11:03,41315,689,11.5,0.5,Merged_no_ghost/L09/Baboon,2016 10 01 05 11 03.JPG
91177,L09,Baboon,1/10/16 5:11,1/10/16,5:11:03,41315,689,11.5,0.5,Merged_no_ghost/L09/Baboon,2016 10 01 05 11 04.JPG
16301,D05,Baboon,10/22/16 05:11,10/22/16,5:11:21,76,1,0,0,Merged_no_ghost/D05/Baboon,2016 10 22 05 11 21.JPG
16302,D05,Baboon,10/22/16 05:11,10/22/16,5:11:22,1,0,0,0,Merged_no_ghost/D05/Baboon,2016 10 22 05 11 22.JPG
95026,L13,Baboon,12/10/16 5:11,12/10/16,5:11:44,51615,860,14.3,0.6,Merged_no_ghost/L13/Baboon,2016 10 12 05 11 44.JPG
95027,L13,Baboon,12/10/16 5:11,12/10/16,5:11:45,1,0,0,0,Merged_no_ghost/L13/Baboon,2016 10 12 05 11 45.JPG
65985,J09,Baboon,10/27/16 05:12,10/27/16,5:12:15,187,3,0,0,Merged_no_ghost/J09/Baboon,2016 10 27 05 12 15.JPG
65986,J09,Baboon,10/27/16 05:12,10/27/16,5:12:15,187,3,0,0,Merged_no_ghost/J09/Baboon,2016 10 27 05 12 16.JPG
70716,K06,Baboon,12/10/16 5:12,12/10/16,5:12:26,42804,713,11.9,0.5,Merged_no_ghost/K06/Baboon,2016 10 12 04 59 26.JPG
70717,K06,Baboon,12/10/16 5:12,12/10/16,5:12:27,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 12 04 59 27.JPG
91178,L09,Baboon,1/10/16 5:12,1/10/16,5:12:34,91,2,0,0,Merged_no_ghost/L09/Baboon,2016 10 01 05 12 34.JPG
91179,L09,Baboon,1/10/16 5:12,1/10/16,5:12:35,1,0,0,0,Merged_no_ghost/L09/Baboon,2016 10 01 05 12 35.JPG
70418,K06,Baboon,9/30/16 05:12,9/30/16,5:12:57,40622,677,11.3,0.5,Merged_no_ghost/K06/Baboon,2016 09 30 04 59 57.JPG
70419,K06,Baboon,9/30/16 05:12,9/30/16,5:12:57,40622,677,11.3,0.5,Merged_no_ghost/K06/Baboon,2016 09 30 04 59 58.JPG
81,A06,Baboon,10/27/16 05:13,10/27/16,5:13:36,78799,1313,21.9,0.9,Merged_no_ghost/A06/Baboon,2016 10 27 05 13 36.JPG
82,A06,Baboon,10/27/16 05:13,10/27/16,5:13:37,1,0,0,0,Merged_no_ghost/A06/Baboon,2016 10 27 05 13 37.JPG
95028,L13,Baboon,12/10/16 5:13,12/10/16,5:13:41,116,2,0,0,Merged_no_ghost/L13/Baboon,2016 10 12 05 13 41.JPG
95029,L13,Baboon,12/10/16 5:13,12/10/16,5:13:42,1,0,0,0,Merged_no_ghost/L13/Baboon,2016 10 12 05 13 42.JPG
91180,L09,Baboon,1/10/16 5:13,1/10/16,5:13:53,78,1,0,0,Merged_no_ghost/L09/Baboon,2016 10 01 05 13 53.JPG
91181,L09,Baboon,1/10/16 5:13,1/10/16,5:13:53,78,1,0,0,Merged_no_ghost/L09/Baboon,2016 10 01 05 13 54.JPG
70676,K06,Baboon,10/10/16 5:13,10/10/16,5:13:56,51305,855,14.2,0.6,Merged_no_ghost/K06/Baboon,2016 10 10 05 00 56.JPG
53182,H13,Baboon,8/10/16 5:13,8/10/16,5:13:57,681,11,0.2,0,Merged_no_ghost/H13/Baboon,2016 10 08 05 13 57.JPG
70677,K06,Baboon,10/10/16 5:13,10/10/16,5:13:57,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 00 57.JPG
53183,H13,Baboon,8/10/16 5:13,8/10/16,5:13:58,1,0,0,0,Merged_no_ghost/H13/Baboon,2016 10 08 05 13 58.JPG
23479,E04,Baboon,9/22/16 05:14,9/22/16,5:14:04,54361,906,15.1,0.6,Merged_no_ghost/E04/Baboon,2016 09 22 05 14 04.JPG
23480,E04,Baboon,9/22/16 05:14,9/22/16,5:14:04,54361,906,15.1,0.6,Merged_no_ghost/E04/Baboon,2016 09 22 05 14 05.JPG
70790,K06,Baboon,10/22/16 05:14,10/22/16,5:14:05,43163,719,12,0.5,Merged_no_ghost/K06/Baboon,2016 10 22 05 01 05.JPG
70791,K06,Baboon,10/22/16 05:14,10/22/16,5:14:05,43163,719,12,0.5,Merged_no_ghost/K06/Baboon,2016 10 22 05 01 06.JPG
99505,M10,Baboon,10/28/16 05:14,10/28/16,5:14:11,524,9,0.2,0,Merged_no_ghost/M10/Baboon,2016 10 28 05 14 11.JPG
99506,M10,Baboon,10/28/16 05:14,10/28/16,5:14:11,524,9,0.2,0,Merged_no_ghost/M10/Baboon,2016 10 28 05 14 12.JPG
70678,K06,Baboon,10/10/16 5:14,10/10/16,5:14:38,41,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 01 38.JPG
70679,K06,Baboon,10/10/16 5:14,10/10/16,5:14:39,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 01 39.JPG
34887,F07,Baboon,8/10/16 5:14,8/10/16,5:14:47,43588,726,12.1,0.5,Merged_no_ghost/F07/Baboon,2016 10 08 05 14 47.JPG
34888,F07,Baboon,8/10/16 5:14,8/10/16,5:14:47,43588,726,12.1,0.5,Merged_no_ghost/F07/Baboon,2016 10 08 05 14 48.JPG
36267,F11,Baboon,5/9/16 5:15,5/9/16,5:15:03,427801,7130,118.8,5,Merged_no_ghost/F11/Baboon,2016 09 05 05 15 03.JPG
36268,F11,Baboon,5/9/16 5:15,5/9/16,5:15:04,1,0,0,0,Merged_no_ghost/F11/Baboon,2016 09 05 05 15 04.JPG
70680,K06,Baboon,10/10/16 5:15,10/10/16,5:15:13,34,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 02 13.JPG
70681,K06,Baboon,10/10/16 5:15,10/10/16,5:15:14,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 02 14.JPG
44874,H03,Baboon,10/14/16 05:15,10/14/16,5:15:46,663,11,0.2,0,Merged_no_ghost/H03/Baboon,2016 10 14 05 15 46.JPG
44875,H03,Baboon,10/14/16 05:15,10/14/16,5:15:47,1,0,0,0,Merged_no_ghost/H03/Baboon,2016 10 14 05 15 47.JPG
50841,H11,Baboon,1/10/16 5:15,1/10/16,5:15:53,83730,1396,23.3,1,Merged_no_ghost/H11/Baboon,EK000243.JPG
50842,H11,Baboon,1/10/16 5:15,1/10/16,5:15:53,83730,1396,23.3,1,Merged_no_ghost/H11/Baboon,EK000244.JPG
70420,K06,Baboon,9/30/16 05:16,9/30/16,5:16:15,198,3,0,0,Merged_no_ghost/K06/Baboon,2016 09 30 05 03 15.JPG
70421,K06,Baboon,9/30/16 05:16,9/30/16,5:16:15,198,3,0,0,Merged_no_ghost/K06/Baboon,2016 09 30 05 03 16.JPG
23481,E04,Baboon,9/22/16 05:16,9/22/16,5:16:33,149,2,0,0,Merged_no_ghost/E04/Baboon,2016 09 22 05 16 33.JPG
23482,E04,Baboon,9/22/16 05:16,9/22/16,5:16:34,1,0,0,0,Merged_no_ghost/E04/Baboon,2016 09 22 05 16 34.JPG
70422,K06,Baboon,9/30/16 05:16,9/30/16,5:16:57,42,1,0,0,Merged_no_ghost/K06/Baboon,2016 09 30 05 03 57.JPG
70423,K06,Baboon,9/30/16 05:16,9/30/16,5:16:58,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 09 30 05 03 58.JPG
66495,J11,Baboon,10/19/16 05:17,10/19/16,5:17:14,567693,9462,157.7,6.6,Merged_no_ghost/J11/Baboon,2016 10 19 05 17 14.JPG
66496,J11,Baboon,10/19/16 05:17,10/19/16,5:17:14,567693,9462,157.7,6.6,Merged_no_ghost/J11/Baboon,2016 10 19 05 17 15.JPG
16303,D05,Baboon,10/22/16 05:17,10/22/16,5:17:25,363,6,0.1,0,Merged_no_ghost/D05/Baboon,2016 10 22 05 17 25.JPG
16304,D05,Baboon,10/22/16 05:17,10/22/16,5:17:25,363,6,0.1,0,Merged_no_ghost/D05/Baboon,2016 10 22 05 17 26.JPG
36095,F09,Baboon,9/18/16 05:17,9/18/16,5:17:29,0,0,0,0,Merged_no_ghost/F09/Baboon,2016 09 18 05 17 29.JPG
36096,F09,Baboon,9/18/16 05:17,9/18/16,5:17:29,0,0,0,0,Merged_no_ghost/F09/Baboon,2016 09 18 05 17 30.JPG
70682,K06,Baboon,10/10/16 5:18,10/10/16,5:18:17,183,3,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 05 17.JPG
46630,H05,Baboon,10/31/16 05:18,10/31/16,5:18:18,141800,2363,39.4,1.6,Merged_no_ghost/H05/Baboon,2016 10 31 05 18 18.JPG
46631,H05,Baboon,10/31/16 05:18,10/31/16,5:18:18,141800,2363,39.4,1.6,Merged_no_ghost/H05/Baboon,2016 10 31 05 18 19.JPG
70683,K06,Baboon,10/10/16 5:18,10/10/16,5:18:18,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 05 18.JPG
70628,K06,Baboon,8/10/16 5:18,8/10/16,5:18:26,42991,717,11.9,0.5,Merged_no_ghost/K06/Baboon,2016 10 08 05 05 26.JPG
70629,K06,Baboon,8/10/16 5:18,8/10/16,5:18:26,42991,717,11.9,0.5,Merged_no_ghost/K06/Baboon,2016 10 08 05 05 27.JPG
24629,E06,Baboon,10/20/16 05:18,10/20/16,5:18:36,46950,782,13,0.5,Merged_no_ghost/E06/Baboon,2016 10 20 05 18 36.JPG
24630,E06,Baboon,10/20/16 05:18,10/20/16,5:18:37,1,0,0,0,Merged_no_ghost/E06/Baboon,2016 10 20 05 18 37.JPG
36325,F11,Baboon,9/30/16 05:18,9/30/16,5:18:43,170663,2844,47.4,2,Merged_no_ghost/F11/Baboon,2016 09 30 05 18 43.JPG
36326,F11,Baboon,9/30/16 05:18,9/30/16,5:18:44,1,0,0,0,Merged_no_ghost/F11/Baboon,2016 09 30 05 18 44.JPG
99507,M10,Baboon,10/28/16 05:18,10/28/16,5:18:44,273,5,0.1,0,Merged_no_ghost/M10/Baboon,2016 10 28 05 18 44.JPG
99508,M10,Baboon,10/28/16 05:18,10/28/16,5:18:45,1,0,0,0,Merged_no_ghost/M10/Baboon,2016 10 28 05 18 45.JPG
99457,M10,Baboon,10/20/16 05:19,10/20/16,5:19:15,144061,2401,40,1.7,Merged_no_ghost/M10/Baboon,2016 10 20 05 19 15.JPG
99458,M10,Baboon,10/20/16 05:19,10/20/16,5:19:16,1,0,0,0,Merged_no_ghost/M10/Baboon,2016 10 20 05 19 16.JPG
52241,H11,Baboon,10/18/16 05:19,10/18/16,5:19:31,54777,913,15.2,0.6,Merged_no_ghost/H11/Baboon,EK002033.JPG
52242,H11,Baboon,10/18/16 05:19,10/18/16,5:19:31,54777,913,15.2,0.6,Merged_no_ghost/H11/Baboon,EK002034.JPG
70630,K06,Baboon,8/10/16 5:19,8/10/16,5:19:40,74,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 06 40.JPG
70631,K06,Baboon,8/10/16 5:19,8/10/16,5:19:40,74,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 06 41.JPG
53118,H13,Baboon,4/9/16 5:19,4/9/16,5:19:46,43216,720,12,0.5,Merged_no_ghost/H13/Baboon,2016 09 04 05 19 46.JPG
53119,H13,Baboon,4/9/16 5:19,4/9/16,5:19:47,1,0,0,0,Merged_no_ghost/H13/Baboon,2016 09 04 05 19 47.JPG
24631,E06,Baboon,10/20/16 05:19,10/20/16,5:19:53,76,1,0,0,Merged_no_ghost/E06/Baboon,2016 10 20 05 19 53.JPG
24632,E06,Baboon,10/20/16 05:19,10/20/16,5:19:53,76,1,0,0,Merged_no_ghost/E06/Baboon,2016 10 20 05 19 54.JPG
70830,K06,Baboon,1/11/16 5:20,1/11/16,5:20:30,50922,849,14.2,0.6,Merged_no_ghost/K06/Baboon,2016 11 01 05 07 30.JPG
70831,K06,Baboon,1/11/16 5:20,1/11/16,5:20:31,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 11 01 05 07 31.JPG
53162,H13,Baboon,7/10/16 5:20,7/10/16,5:20:42,769,13,0.2,0,Merged_no_ghost/H13/Baboon,2016 10 07 05 20 42.JPG
44876,H03,Baboon,10/14/16 05:20,10/14/16,5:20:43,296,5,0.1,0,Merged_no_ghost/H03/Baboon,2016 10 14 05 20 43.JPG
53163,H13,Baboon,7/10/16 5:20,7/10/16,5:20:43,1,0,0,0,Merged_no_ghost/H13/Baboon,2016 10 07 05 20 43.JPG
44877,H03,Baboon,10/14/16 05:20,10/14/16,5:20:44,1,0,0,0,Merged_no_ghost/H03/Baboon,2016 10 14 05 20 44.JPG
87,A06,Baboon,7/11/16 5:20,7/11/16,5:20:54,564672,9411,156.8,6.5,Merged_no_ghost/A06/Baboon,2016 11 07 05 20 54.JPG
88,A06,Baboon,7/11/16 5:20,7/11/16,5:20:54,564672,9411,156.8,6.5,Merged_no_ghost/A06/Baboon,2016 11 07 05 20 55.JPG
53164,H13,Baboon,7/10/16 5:21,7/10/16,5:21:16,33,1,0,0,Merged_no_ghost/H13/Baboon,2016 10 07 05 21 16.JPG
53165,H13,Baboon,7/10/16 5:21,7/10/16,5:21:16,33,1,0,0,Merged_no_ghost/H13/Baboon,2016 10 07 05 21 17.JPG
50153,H09,Baboon,8/11/16 5:21,8/11/16,5:21:20,258100,4302,71.7,3,Merged_no_ghost/H09/Baboon,2016 11 08 05 21 20.JPG
50154,H09,Baboon,8/11/16 5:21,8/11/16,5:21:21,1,0,0,0,Merged_no_ghost/H09/Baboon,2016 11 08 05 21 21.JPG
70792,K06,Baboon,10/22/16 05:21,10/22/16,5:21:23,438,7,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 08 23.JPG
70793,K06,Baboon,10/22/16 05:21,10/22/16,5:21:24,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 08 24.JPG
