,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
339810,M10,Baboon,12/9/16 4:50,12/9/16,4:50:00,42544,709,11.8,0.5,Complete/M10/Baboon,12090016.JPG
330416,L11,Baboon,12/1/16 4:50,12/1/16,4:50:02,86,1,0,0,Complete/L11/Baboon,12010323.JPG
339811,M10,Baboon,12/9/16 4:50,12/9/16,4:50:02,2,0,0,0,Complete/M10/Baboon,12090017.JPG
330417,L11,Baboon,12/1/16 4:50,12/1/16,4:50:03,1,0,0,0,Complete/L11/Baboon,12010324.JPG
330418,L11,Baboon,12/1/16 4:50,12/1/16,4:50:41,38,1,0,0,Complete/L11/Baboon,12010325.JPG
330419,L11,Baboon,12/1/16 4:50,12/1/16,4:50:41,38,1,0,0,Complete/L11/Baboon,12010326.JPG
330420,L11,Baboon,12/1/16 4:51,12/1/16,4:51:19,38,1,0,0,Complete/L11/Baboon,12010327.JPG
330421,L11,Baboon,12/1/16 4:51,12/1/16,4:51:20,1,0,0,0,Complete/L11/Baboon,12010328.JPG
339812,M10,Baboon,12/9/16 4:51,12/9/16,4:51:26,84,1,0,0,Complete/M10/Baboon,12090018.JPG
339813,M10,Baboon,12/9/16 4:51,12/9/16,4:51:28,2,0,0,0,Complete/M10/Baboon,12090019.JPG
330422,L11,Baboon,12/1/16 4:52,12/1/16,4:52:34,74,1,0,0,Complete/L11/Baboon,12010329.JPG
330423,L11,Baboon,12/1/16 4:52,12/1/16,4:52:34,74,1,0,0,Complete/L11/Baboon,12010330.JPG
141223,H05,Baboon,11/21/16 4:52,11/21/16,4:52:45,830,14,0.2,0,Complete/H05/Baboon,EK000697.JPG
141224,H05,Baboon,11/21/16 4:52,11/21/16,4:52:45,830,14,0.2,0,Complete/H05/Baboon,EK000698.JPG
330451,L11,Baboon,12/4/16 4:53,12/4/16,4:53:38,44510,742,12.4,0.5,Complete/L11/Baboon,12040391.JPG
330452,L11,Baboon,12/4/16 4:53,12/4/16,4:53:39,1,0,0,0,Complete/L11/Baboon,12040392.JPG
339787,M10,Baboon,12/8/16 4:53,12/8/16,4:53:41,388100,6468,107.8,4.5,Complete/M10/Baboon,12080975.JPG
221690,J03,Baboon,11/6/16 4:53,11/6/16,4:53:43,0,0,0,0,Complete/J03/Baboon,EK000217.JPG
339788,M10,Baboon,12/8/16 4:53,12/8/16,4:53:43,2,0,0,0,Complete/M10/Baboon,12080976.JPG
221691,J03,Baboon,11/6/16 4:53,11/6/16,4:53:44,1,0,0,0,Complete/J03/Baboon,EK000218.JPG
330453,L11,Baboon,12/4/16 4:54,12/4/16,4:54:09,30,0,0,0,Complete/L11/Baboon,12040393.JPG
330454,L11,Baboon,12/4/16 4:54,12/4/16,4:54:10,1,0,0,0,Complete/L11/Baboon,12040394.JPG
68163,E06,Baboon,12/12/16 4:54,12/12/16,4:54:17,74221,1237,20.6,0.9,Complete/E06/Baboon,EK002299.JPG
68164,E06,Baboon,12/12/16 4:54,12/12/16,4:54:17,74221,1237,20.6,0.9,Complete/E06/Baboon,EK002300.JPG
330424,L11,Baboon,12/1/16 4:54,12/1/16,4:54:40,126,2,0,0,Complete/L11/Baboon,12010331.JPG
330425,L11,Baboon,12/1/16 4:54,12/1/16,4:54:41,1,0,0,0,Complete/L11/Baboon,12010332.JPG
68165,E06,Baboon,12/12/16 4:54,12/12/16,4:54:53,36,1,0,0,Complete/E06/Baboon,EK002301.JPG
68166,E06,Baboon,12/12/16 4:54,12/12/16,4:54:54,1,0,0,0,Complete/E06/Baboon,EK002302.JPG
129645,H03,Baboon,12/13/16 4:54,12/13/16,4:54:54,800,13,0.2,0,Complete/H03/Baboon,12130782.JPG
339789,M10,Baboon,12/8/16 4:54,12/8/16,4:54:55,72,1,0,0,Complete/M10/Baboon,12080977.JPG
129646,H03,Baboon,12/13/16 4:54,12/13/16,4:54:56,2,0,0,0,Complete/H03/Baboon,12130783.JPG
339790,M10,Baboon,12/8/16 4:54,12/8/16,4:54:56,1,0,0,0,Complete/M10/Baboon,12080978.JPG
330426,L11,Baboon,12/1/16 4:55,12/1/16,4:55:16,35,1,0,0,Complete/L11/Baboon,12010333.JPG
330427,L11,Baboon,12/1/16 4:55,12/1/16,4:55:16,35,1,0,0,Complete/L11/Baboon,12010334.JPG
330455,L11,Baboon,12/4/16 4:55,12/4/16,4:55:18,68,1,0,0,Complete/L11/Baboon,12040395.JPG
330456,L11,Baboon,12/4/16 4:55,12/4/16,4:55:19,1,0,0,0,Complete/L11/Baboon,12040396.JPG
339791,M10,Baboon,12/8/16 4:55,12/8/16,4:55:28,32,1,0,0,Complete/M10/Baboon,12080979.JPG
339792,M10,Baboon,12/8/16 4:55,12/8/16,4:55:30,2,0,0,0,Complete/M10/Baboon,12080980.JPG
221692,J03,Baboon,11/6/16 4:55,11/6/16,4:55:35,111,2,0,0,Complete/J03/Baboon,EK000219.JPG
221693,J03,Baboon,11/6/16 4:55,11/6/16,4:55:35,111,2,0,0,Complete/J03/Baboon,EK000220.JPG
68167,E06,Baboon,12/12/16 4:56,12/12/16,4:56:02,68,1,0,0,Complete/E06/Baboon,EK002303.JPG
339793,M10,Baboon,12/8/16 4:56,12/8/16,4:56:02,32,1,0,0,Complete/M10/Baboon,12080981.JPG
68168,E06,Baboon,12/12/16 4:56,12/12/16,4:56:03,1,0,0,0,Complete/E06/Baboon,EK002304.JPG
339794,M10,Baboon,12/8/16 4:56,12/8/16,4:56:04,2,0,0,0,Complete/M10/Baboon,12080982.JPG
330428,L11,Baboon,12/1/16 4:56,12/1/16,4:56:12,56,1,0,0,Complete/L11/Baboon,12010335.JPG
330429,L11,Baboon,12/1/16 4:56,12/1/16,4:56:12,56,1,0,0,Complete/L11/Baboon,12010336.JPG
339814,M10,Baboon,12/9/16 4:56,12/9/16,4:56:47,319,5,0.1,0,Complete/M10/Baboon,12090020.JPG
339815,M10,Baboon,12/9/16 4:56,12/9/16,4:56:48,1,0,0,0,Complete/M10/Baboon,12090021.JPG
330430,L11,Baboon,12/1/16 4:57,12/1/16,4:57:02,50,1,0,0,Complete/L11/Baboon,12010337.JPG
330431,L11,Baboon,12/1/16 4:57,12/1/16,4:57:03,1,0,0,0,Complete/L11/Baboon,12010338.JPG
339795,M10,Baboon,12/8/16 4:57,12/8/16,4:57:13,69,1,0,0,Complete/M10/Baboon,12080983.JPG
339796,M10,Baboon,12/8/16 4:57,12/8/16,4:57:15,2,0,0,0,Complete/M10/Baboon,12080984.JPG
129651,H03,Baboon,12/17/16 4:57,12/17/16,4:57:19,309423,5157,86,3.6,Complete/H03/Baboon,12170926.JPG
129652,H03,Baboon,12/17/16 4:57,12/17/16,4:57:20,1,0,0,0,Complete/H03/Baboon,12170927.JPG
201070,I08,Baboon,11/26/16 4:57,11/26/16,4:57:42,40682,678,11.3,0.5,Complete/I08/Baboon,EK000315.JPG
201071,I08,Baboon,11/26/16 4:57,11/26/16,4:57:43,1,0,0,0,Complete/I08/Baboon,EK000316.JPG
339797,M10,Baboon,12/8/16 4:57,12/8/16,4:57:45,30,0,0,0,Complete/M10/Baboon,12080985.JPG
221694,J03,Baboon,11/6/16 4:57,11/6/16,4:57:46,131,2,0,0,Complete/J03/Baboon,EK000221.JPG
221695,J03,Baboon,11/6/16 4:57,11/6/16,4:57:47,1,0,0,0,Complete/J03/Baboon,EK000222.JPG
339798,M10,Baboon,12/8/16 4:57,12/8/16,4:57:48,3,0,0,0,Complete/M10/Baboon,12080986.JPG
339816,M10,Baboon,12/9/16 4:58,12/9/16,4:58:44,116,2,0,0,Complete/M10/Baboon,12090022.JPG
339817,M10,Baboon,12/9/16 4:58,12/9/16,4:58:45,1,0,0,0,Complete/M10/Baboon,12090023.JPG
255809,J07,Baboon,12/13/16 4:58,12/13/16,4:58:47,16000,267,4.5,0.2,Complete/J07/Baboon,12130305.JPG
255810,J07,Baboon,12/13/16 4:58,12/13/16,4:58:50,3,0,0,0,Complete/J07/Baboon,12130306.JPG
339799,M10,Baboon,12/8/16 4:58,12/8/16,4:58:55,67,1,0,0,Complete/M10/Baboon,12080987.JPG
339800,M10,Baboon,12/8/16 4:58,12/8/16,4:58:58,3,0,0,0,Complete/M10/Baboon,12080988.JPG
272726,K04,Baboon,12/31/16 4:59,12/31/16,4:59:07,36578,610,10.2,0.4,Complete/K04/Baboon,12310742.JPG
272727,K04,Baboon,12/31/16 4:59,12/31/16,4:59:09,2,0,0,0,Complete/K04/Baboon,12310743.JPG
339818,M10,Baboon,12/9/16 4:59,12/9/16,4:59:22,37,1,0,0,Complete/M10/Baboon,12090024.JPG
339819,M10,Baboon,12/9/16 4:59,12/9/16,4:59:24,2,0,0,0,Complete/M10/Baboon,12090025.JPG
209084,I10,Baboon,12/6/16 5:00,12/6/16,5:00:17,1083987,18066,301.1,12.5,Complete/I10/Baboon,12060103.JPG
209085,I10,Baboon,12/6/16 5:00,12/6/16,5:00:19,2,0,0,0,Complete/I10/Baboon,12060104.JPG
31467,D07,Baboon,12/15/16 5:00,12/15/16,5:00:23,224905,3748,62.5,2.6,Complete/D07/Baboon,12150779.JPG
31468,D07,Baboon,12/15/16 5:00,12/15/16,5:00:24,1,0,0,0,Complete/D07/Baboon,12150780.JPG
50661,E02,Baboon,11/8/16 5:00,11/8/16,5:00:34,41191,687,11.4,0.5,Complete/E02/Baboon,11080509.JPG
50662,E02,Baboon,11/8/16 5:00,11/8/16,5:00:36,2,0,0,0,Complete/E02/Baboon,11080510.JPG
330344,L11,Baboon,11/20/16 5:00,11/20/16,5:00:41,53378,890,14.8,0.6,Complete/L11/Baboon,11200141.JPG
330345,L11,Baboon,11/20/16 5:00,11/20/16,5:00:41,53378,890,14.8,0.6,Complete/L11/Baboon,11200142.JPG
209086,I10,Baboon,12/6/16 5:01,12/6/16,5:01:29,70,1,0,0,Complete/I10/Baboon,12060105.JPG
209087,I10,Baboon,12/6/16 5:01,12/6/16,5:01:31,2,0,0,0,Complete/I10/Baboon,12060106.JPG
284855,K06,Baboon,11/14/16 5:01,11/14/16,5:01:36,40466,674,11.2,0.5,Complete/K06/Baboon,EK000065.JPG
284856,K06,Baboon,11/14/16 5:01,11/14/16,5:01:37,1,0,0,0,Complete/K06/Baboon,EK000066.JPG
209088,I10,Baboon,12/9/16 5:01,12/9/16,5:01:39,259208,4320,72,3,Complete/I10/Baboon,12090111.JPG
209089,I10,Baboon,12/9/16 5:01,12/9/16,5:01:40,1,0,0,0,Complete/I10/Baboon,12090112.JPG
339820,M10,Baboon,12/9/16 5:01,12/9/16,5:01:42,138,2,0,0,Complete/M10/Baboon,12090026.JPG
339821,M10,Baboon,12/9/16 5:01,12/9/16,5:01:44,2,0,0,0,Complete/M10/Baboon,12090027.JPG
339822,M10,Baboon,12/9/16 5:02,12/9/16,5:02:33,49,1,0,0,Complete/M10/Baboon,12090028.JPG
339823,M10,Baboon,12/9/16 5:02,12/9/16,5:02:35,2,0,0,0,Complete/M10/Baboon,12090029.JPG
339801,M10,Baboon,12/8/16 5:02,12/8/16,5:02:58,240,4,0.1,0,Complete/M10/Baboon,12080989.JPG
339802,M10,Baboon,12/8/16 5:03,12/8/16,5:03:00,2,0,0,0,Complete/M10/Baboon,12080990.JPG
339824,M10,Baboon,12/9/16 5:03,12/9/16,5:03:11,36,1,0,0,Complete/M10/Baboon,12090030.JPG
339825,M10,Baboon,12/9/16 5:03,12/9/16,5:03:13,2,0,0,0,Complete/M10/Baboon,12090031.JPG
330372,L11,Baboon,11/27/16 5:03,11/27/16,5:03:24,39341,656,10.9,0.5,Complete/L11/Baboon,11270241.JPG
330373,L11,Baboon,11/27/16 5:03,11/27/16,5:03:25,1,0,0,0,Complete/L11/Baboon,11270242.JPG
184595,I06,Baboon,11/6/16 5:03,11/6/16,5:03:54,0,0,0,0,Complete/I06/Baboon,11060013.JPG
184596,I06,Baboon,11/6/16 5:03,11/6/16,5:03:55,1,0,0,0,Complete/I06/Baboon,11060014.JPG
184597,I06,Baboon,11/10/16 5:03,11/10/16,5:03:56,345601,5760,96,4,Complete/I06/Baboon,11100061.JPG
184598,I06,Baboon,11/10/16 5:03,11/10/16,5:03:58,2,0,0,0,Complete/I06/Baboon,11100062.JPG
339826,M10,Baboon,12/9/16 5:04,12/9/16,5:04:10,57,1,0,0,Complete/M10/Baboon,12090032.JPG
339827,M10,Baboon,12/9/16 5:04,12/9/16,5:04:11,1,0,0,0,Complete/M10/Baboon,12090033.JPG
141225,H05,Baboon,11/21/16 5:04,11/21/16,5:04:29,704,12,0.2,0,Complete/H05/Baboon,EK000699.JPG
141226,H05,Baboon,11/21/16 5:04,11/21/16,5:04:29,704,12,0.2,0,Complete/H05/Baboon,EK000700.JPG
50663,E02,Baboon,11/8/16 5:04,11/8/16,5:04:53,257,4,0.1,0,Complete/E02/Baboon,11080511.JPG
129822,H03,Baboon,3/19/17 5:05,3/19/17,5:05:17,51923,865,14.4,0.6,Complete/H03/Baboon,03190098.JPG
129823,H03,Baboon,3/19/17 5:05,3/19/17,5:05:18,1,0,0,0,Complete/H03/Baboon,03190099.JPG
129601,H03,Baboon,11/21/16 5:05,11/21/16,5:05:23,45243,754,12.6,0.5,Complete/H03/Baboon,11210643.JPG
129602,H03,Baboon,11/21/16 5:05,11/21/16,5:05:25,2,0,0,0,Complete/H03/Baboon,11210644.JPG
11791,A10,Baboon,12/11/16 5:05,12/11/16,5:05:26,604297,10072,167.9,7,Complete/A10/Baboon,12110048.JPG
339803,M10,Baboon,12/8/16 5:05,12/8/16,5:05:26,146,2,0,0,Complete/M10/Baboon,12080991.JPG
11792,A10,Baboon,12/11/16 5:05,12/11/16,5:05:28,2,0,0,0,Complete/A10/Baboon,12110049.JPG
129824,H03,Baboon,3/19/17 5:05,3/19/17,5:05:51,33,1,0,0,Complete/H03/Baboon,03190100.JPG
129825,H03,Baboon,3/19/17 5:05,3/19/17,5:05:52,1,0,0,0,Complete/H03/Baboon,03190101.JPG
267499,J13,Baboon,11/8/16 5:06,11/8/16,5:06:13,0,0,0,0,Complete/J13/Baboon,EK000139.JPG
267500,J13,Baboon,11/8/16 5:06,11/8/16,5:06:13,0,0,0,0,Complete/J13/Baboon,EK000140.JPG
129826,H03,Baboon,3/19/17 5:06,3/19/17,5:06:28,36,1,0,0,Complete/H03/Baboon,03190102.JPG
129827,H03,Baboon,3/19/17 5:06,3/19/17,5:06:29,1,0,0,0,Complete/H03/Baboon,03190103.JPG
330374,L11,Baboon,11/27/16 5:06,11/27/16,5:06:34,189,3,0,0,Complete/L11/Baboon,11270243.JPG
330375,L11,Baboon,11/27/16 5:06,11/27/16,5:06:34,189,3,0,0,Complete/L11/Baboon,11270244.JPG
50736,E02,Baboon,11/19/16 5:06,11/19/16,5:06:36,171385,2856,47.6,2,Complete/E02/Baboon,11190106.JPG
50737,E02,Baboon,11/19/16 5:06,11/19/16,5:06:37,1,0,0,0,Complete/E02/Baboon,11190107.JPG
267501,J13,Baboon,11/8/16 5:06,11/8/16,5:06:47,34,1,0,0,Complete/J13/Baboon,EK000141.JPG
267502,J13,Baboon,11/8/16 5:06,11/8/16,5:06:48,1,0,0,0,Complete/J13/Baboon,EK000142.JPG
339557,M10,Baboon,11/25/16 5:06,11/25/16,5:06:55,160864,2681,44.7,1.9,Complete/M10/Baboon,11250523.JPG
339828,M10,Baboon,12/9/16 5:07,12/9/16,5:07:21,190,3,0,0,Complete/M10/Baboon,12090034.JPG
339829,M10,Baboon,12/9/16 5:07,12/9/16,5:07:22,1,0,0,0,Complete/M10/Baboon,12090035.JPG
141227,H05,Baboon,11/21/16 5:07,11/21/16,5:07:25,176,3,0,0,Complete/H05/Baboon,EK000701.JPG
141228,H05,Baboon,11/21/16 5:07,11/21/16,5:07:25,176,3,0,0,Complete/H05/Baboon,EK000702.JPG
100732,F11,Baboon,12/7/16 5:07,12/7/16,5:07:30,330007,5500,91.7,3.8,Complete/F11/Baboon,12070095.JPG
284992,K06,Baboon,11/20/16 5:07,11/20/16,5:07:30,51445,857,14.3,0.6,Complete/K06/Baboon,EK000405.JPG
284993,K06,Baboon,11/20/16 5:07,11/20/16,5:07:31,1,0,0,0,Complete/K06/Baboon,EK000406.JPG
100733,F11,Baboon,12/7/16 5:07,12/7/16,5:07:32,2,0,0,0,Complete/F11/Baboon,12070096.JPG
129828,H03,Baboon,3/19/17 5:07,3/19/17,5:07:40,71,1,0,0,Complete/H03/Baboon,03190104.JPG
129829,H03,Baboon,3/19/17 5:07,3/19/17,5:07:41,1,0,0,0,Complete/H03/Baboon,03190105.JPG
330376,L11,Baboon,11/27/16 5:07,11/27/16,5:07:41,67,1,0,0,Complete/L11/Baboon,11270245.JPG
330377,L11,Baboon,11/27/16 5:07,11/27/16,5:07:41,67,1,0,0,Complete/L11/Baboon,11270246.JPG
111153,G06,Baboon,11/9/16 5:07,11/9/16,5:07:47,85794,1430,23.8,1,Complete/G06/Baboon,11090051.JPG
111154,G06,Baboon,11/9/16 5:07,11/9/16,5:07:49,2,0,0,0,Complete/G06/Baboon,11090052.JPG
184601,I06,Baboon,11/18/16 5:07,11/18/16,5:07:57,589812,9830,163.8,6.8,Complete/I06/Baboon,11180209.JPG
184602,I06,Baboon,11/18/16 5:08,11/18/16,5:08:00,3,0,0,0,Complete/I06/Baboon,11180210.JPG
50738,E02,Baboon,11/19/16 5:08,11/19/16,5:08:07,90,2,0,0,Complete/E02/Baboon,11190108.JPG
284994,K06,Baboon,11/20/16 5:08,11/20/16,5:08:08,37,1,0,0,Complete/K06/Baboon,EK000407.JPG
50739,E02,Baboon,11/19/16 5:08,11/19/16,5:08:09,2,0,0,0,Complete/E02/Baboon,11190109.JPG
284995,K06,Baboon,11/20/16 5:08,11/20/16,5:08:09,1,0,0,0,Complete/K06/Baboon,EK000408.JPG
111159,G06,Baboon,11/10/16 5:08,11/10/16,5:08:10,81940,1366,22.8,1,Complete/G06/Baboon,11100059.JPG
111160,G06,Baboon,11/10/16 5:08,11/10/16,5:08:11,1,0,0,0,Complete/G06/Baboon,11100060.JPG
129830,H03,Baboon,3/19/17 5:08,3/19/17,5:08:17,36,1,0,0,Complete/H03/Baboon,03190106.JPG
129831,H03,Baboon,3/19/17 5:08,3/19/17,5:08:21,4,0,0,0,Complete/H03/Baboon,03190107.JPG
141229,H05,Baboon,11/21/16 5:08,11/21/16,5:08:31,66,1,0,0,Complete/H05/Baboon,EK000703.JPG
141230,H05,Baboon,11/21/16 5:08,11/21/16,5:08:31,66,1,0,0,Complete/H05/Baboon,EK000704.JPG
184603,I06,Baboon,11/18/16 5:08,11/18/16,5:08:34,34,1,0,0,Complete/I06/Baboon,11180211.JPG
184604,I06,Baboon,11/18/16 5:08,11/18/16,5:08:35,1,0,0,0,Complete/I06/Baboon,11180212.JPG
284996,K06,Baboon,11/20/16 5:08,11/20/16,5:08:45,36,1,0,0,Complete/K06/Baboon,EK000409.JPG
284997,K06,Baboon,11/20/16 5:08,11/20/16,5:08:45,36,1,0,0,Complete/K06/Baboon,EK000410.JPG
111161,G06,Baboon,11/10/16 5:09,11/10/16,5:09:22,71,1,0,0,Complete/G06/Baboon,11100061.JPG
111162,G06,Baboon,11/10/16 5:09,11/10/16,5:09:24,2,0,0,0,Complete/G06/Baboon,11100062.JPG
284998,K06,Baboon,11/20/16 5:09,11/20/16,5:09:26,41,1,0,0,Complete/K06/Baboon,EK000411.JPG
284999,K06,Baboon,11/20/16 5:09,11/20/16,5:09:27,1,0,0,0,Complete/K06/Baboon,EK000412.JPG
339435,M10,Baboon,11/12/16 5:09,11/12/16,5:09:38,166222,2770,46.2,1.9,Complete/M10/Baboon,11120099.JPG
339436,M10,Baboon,11/12/16 5:09,11/12/16,5:09:38,166222,2770,46.2,1.9,Complete/M10/Baboon,11120100.JPG
285000,K06,Baboon,11/20/16 5:10,11/20/16,5:10:09,42,1,0,0,Complete/K06/Baboon,EK000413.JPG
285001,K06,Baboon,11/20/16 5:10,11/20/16,5:10:09,42,1,0,0,Complete/K06/Baboon,EK000414.JPG
50740,E02,Baboon,11/19/16 5:10,11/19/16,5:10:17,128,2,0,0,Complete/E02/Baboon,11190110.JPG
50741,E02,Baboon,11/19/16 5:10,11/19/16,5:10:19,2,0,0,0,Complete/E02/Baboon,11190111.JPG
339515,M10,Baboon,11/21/16 5:10,11/21/16,5:10:24,72677,1211,20.2,0.8,Complete/M10/Baboon,11210379.JPG
339516,M10,Baboon,11/21/16 5:10,11/21/16,5:10:26,2,0,0,0,Complete/M10/Baboon,11210380.JPG
267503,J13,Baboon,11/8/16 5:10,11/8/16,5:10:40,232,4,0.1,0,Complete/J13/Baboon,EK000143.JPG
267504,J13,Baboon,11/8/16 5:10,11/8/16,5:10:41,1,0,0,0,Complete/J13/Baboon,EK000144.JPG
285002,K06,Baboon,11/20/16 5:10,11/20/16,5:10:46,37,1,0,0,Complete/K06/Baboon,EK000415.JPG
285003,K06,Baboon,11/20/16 5:10,11/20/16,5:10:46,37,1,0,0,Complete/K06/Baboon,EK000416.JPG
339437,M10,Baboon,11/12/16 5:10,11/12/16,5:10:50,72,1,0,0,Complete/M10/Baboon,11120101.JPG
339438,M10,Baboon,11/12/16 5:10,11/12/16,5:10:52,2,0,0,0,Complete/M10/Baboon,11120102.JPG
339830,M10,Baboon,12/9/16 5:10,12/9/16,5:10:52,210,4,0.1,0,Complete/M10/Baboon,12090036.JPG
339831,M10,Baboon,12/9/16 5:10,12/9/16,5:10:54,2,0,0,0,Complete/M10/Baboon,12090037.JPG
111155,G06,Baboon,11/9/16 5:11,11/9/16,5:11:02,193,3,0,0,Complete/G06/Baboon,11090053.JPG
111156,G06,Baboon,11/9/16 5:11,11/9/16,5:11:04,2,0,0,0,Complete/G06/Baboon,11090054.JPG
50742,E02,Baboon,11/19/16 5:11,11/19/16,5:11:20,61,1,0,0,Complete/E02/Baboon,11190112.JPG
50743,E02,Baboon,11/19/16 5:11,11/19/16,5:11:22,2,0,0,0,Complete/E02/Baboon,11190113.JPG
330378,L11,Baboon,11/27/16 5:11,11/27/16,5:11:25,224,4,0.1,0,Complete/L11/Baboon,11270247.JPG
330379,L11,Baboon,11/27/16 5:11,11/27/16,5:11:26,1,0,0,0,Complete/L11/Baboon,11270248.JPG
285004,K06,Baboon,11/20/16 5:11,11/20/16,5:11:28,42,1,0,0,Complete/K06/Baboon,EK000417.JPG
285005,K06,Baboon,11/20/16 5:11,11/20/16,5:11:29,1,0,0,0,Complete/K06/Baboon,EK000418.JPG
11781,A10,Baboon,11/26/16 5:11,11/26/16,5:11:43,134963,2249,37.5,1.6,Complete/A10/Baboon,11260579.JPG
141231,H05,Baboon,11/21/16 5:11,11/21/16,5:11:43,192,3,0,0,Complete/H05/Baboon,EK000705.JPG
141232,H05,Baboon,11/21/16 5:11,11/21/16,5:11:44,1,0,0,0,Complete/H05/Baboon,EK000706.JPG
11782,A10,Baboon,11/26/16 5:11,11/26/16,5:11:45,2,0,0,0,Complete/A10/Baboon,11260580.JPG
141243,H05,Baboon,11/23/16 5:11,11/23/16,5:11:57,85086,1418,23.6,1,Complete/H05/Baboon,EK000767.JPG
141244,H05,Baboon,11/23/16 5:11,11/23/16,5:11:57,85086,1418,23.6,1,Complete/H05/Baboon,EK000768.JPG
285006,K06,Baboon,11/20/16 5:12,11/20/16,5:12:07,38,1,0,0,Complete/K06/Baboon,EK000419.JPG
285007,K06,Baboon,11/20/16 5:12,11/20/16,5:12:07,38,1,0,0,Complete/K06/Baboon,EK000420.JPG
141083,H05,Baboon,11/8/16 5:12,11/8/16,5:12:19,75949,1266,21.1,0.9,Complete/H05/Baboon,EK000141.JPG
141084,H05,Baboon,11/8/16 5:12,11/8/16,5:12:20,1,0,0,0,Complete/H05/Baboon,EK000142.JPG
50744,E02,Baboon,11/19/16 5:12,11/19/16,5:12:56,94,2,0,0,Complete/E02/Baboon,11190114.JPG
50745,E02,Baboon,11/19/16 5:12,11/19/16,5:12:58,2,0,0,0,Complete/E02/Baboon,11190115.JPG
330380,L11,Baboon,11/27/16 5:13,11/27/16,5:13:12,106,2,0,0,Complete/L11/Baboon,11270249.JPG
330381,L11,Baboon,11/27/16 5:13,11/27/16,5:13:13,1,0,0,0,Complete/L11/Baboon,11270250.JPG
339558,M10,Baboon,11/25/16 5:13,11/25/16,5:13:36,401,7,0.1,0,Complete/M10/Baboon,11250525.JPG
339559,M10,Baboon,11/25/16 5:13,11/25/16,5:13:38,2,0,0,0,Complete/M10/Baboon,11250526.JPG
339439,M10,Baboon,11/12/16 5:13,11/12/16,5:13:45,173,3,0,0,Complete/M10/Baboon,11120103.JPG
339632,M10,Baboon,11/26/16 5:13,11/26/16,5:13:45,52195,870,14.5,0.6,Complete/M10/Baboon,11260629.JPG
330382,L11,Baboon,11/27/16 5:13,11/27/16,5:13:47,34,1,0,0,Complete/L11/Baboon,11270251.JPG
339440,M10,Baboon,11/12/16 5:13,11/12/16,5:13:47,2,0,0,0,Complete/M10/Baboon,11120104.JPG
11789,A10,Baboon,12/4/16 5:13,12/4/16,5:13:48,342665,5711,95.2,4,Complete/A10/Baboon,12040671.JPG
330383,L11,Baboon,11/27/16 5:13,11/27/16,5:13:48,1,0,0,0,Complete/L11/Baboon,11270252.JPG
11790,A10,Baboon,12/4/16 5:13,12/4/16,5:13:49,1,0,0,0,Complete/A10/Baboon,12040672.JPG
141085,H05,Baboon,11/8/16 5:13,11/8/16,5:13:58,98,2,0,0,Complete/H05/Baboon,EK000143.JPG
141086,H05,Baboon,11/8/16 5:13,11/8/16,5:13:59,1,0,0,0,Complete/H05/Baboon,EK000144.JPG
272728,K04,Baboon,12/31/16 5:14,12/31/16,5:14:07,898,15,0.2,0,Complete/K04/Baboon,12310744.JPG
285008,K06,Baboon,11/20/16 5:14,11/20/16,5:14:07,120,2,0,0,Complete/K06/Baboon,EK000421.JPG
285009,K06,Baboon,11/20/16 5:14,11/20/16,5:14:08,1,0,0,0,Complete/K06/Baboon,EK000422.JPG
272729,K04,Baboon,12/31/16 5:14,12/31/16,5:14:09,2,0,0,0,Complete/K04/Baboon,12310745.JPG
129575,H03,Baboon,11/14/16 5:14,11/14/16,5:14:12,236415,3940,65.7,2.7,Complete/H03/Baboon,11140405.JPG
129576,H03,Baboon,11/14/16 5:14,11/14/16,5:14:13,1,0,0,0,Complete/H03/Baboon,11140406.JPG
330384,L11,Baboon,11/27/16 5:14,11/27/16,5:14:18,30,0,0,0,Complete/L11/Baboon,11270253.JPG
50746,E02,Baboon,11/19/16 5:14,11/19/16,5:14:26,88,1,0,0,Complete/E02/Baboon,11190116.JPG
50747,E02,Baboon,11/19/16 5:14,11/19/16,5:14:28,2,0,0,0,Complete/E02/Baboon,11190117.JPG
285129,K06,Baboon,12/14/16 5:14,12/14/16,5:14:29,65610,1094,18.2,0.8,Complete/K06/Baboon,EK001505.JPG
285130,K06,Baboon,12/14/16 5:14,12/14/16,5:14:30,1,0,0,0,Complete/K06/Baboon,EK001506.JPG
68143,E06,Baboon,12/11/16 5:15,12/11/16,5:15:08,72043,1201,20,0.8,Complete/E06/Baboon,EK002213.JPG
68144,E06,Baboon,12/11/16 5:15,12/11/16,5:15:08,72043,1201,20,0.8,Complete/E06/Baboon,EK002214.JPG
11743,A10,Baboon,11/16/16 5:15,11/16/16,5:15:53,53517,892,14.9,0.6,Complete/A10/Baboon,11160331.JPG
330385,L11,Baboon,11/27/16 5:15,11/27/16,5:15:53,95,2,0,0,Complete/L11/Baboon,11270255.JPG
330386,L11,Baboon,11/27/16 5:15,11/27/16,5:15:54,1,0,0,0,Complete/L11/Baboon,11270256.JPG
11744,A10,Baboon,11/16/16 5:15,11/16/16,5:15:55,2,0,0,0,Complete/A10/Baboon,11160332.JPG
