,X,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,Sunrise,Sunset,Time.Numeric,Sunrise.Numeric,Sunset.Numeric,TimePeriod
3230,50858,E02,Baboon,12/24/16 17:53,12/24/16,17:53:52,2,0,0,0,Complete/E02/Baboon,12240057.JPG,5:03:53,18:20:05,17.89777778,5.064722222,18.33472222,Day
3046,55662,E04,Baboon,3/21/17 17:39,3/21/17,17:39:40,1100,18,0.3,0,Complete/E04/Baboon,EK000250.JPG,5:46:21,17:52:20,17.66111111,5.7725,17.87222222,Day
3047,55663,E04,Baboon,3/21/17 17:39,3/21/17,17:39:40,1100,18,0.3,0,Complete/E04/Baboon,EK000251.JPG,5:46:21,17:52:20,17.66111111,5.7725,17.87222222,Day
2344,55516,E04,Baboon,1/12/17 5:45,1/12/17,5:45:24,836417,13940,232.3,9.7,Complete/E04/Baboon,EK004783.JPG,5:15:31,18:25:39,5.756666667,5.258611111,18.4275,Day
2345,55517,E04,Baboon,1/12/17 5:45,1/12/17,5:45:24,836417,13940,232.3,9.7,Complete/E04/Baboon,EK004784.JPG,5:15:31,18:25:39,5.756666667,5.258611111,18.4275,Day
2385,55518,E04,Baboon,1/12/17 5:46,1/12/17,5:46:28,64,1,0,0,Complete/E04/Baboon,EK004785.JPG,5:15:31,18:25:39,5.774444444,5.258611111,18.4275,Day
2386,55519,E04,Baboon,1/12/17 5:46,1/12/17,5:46:28,64,1,0,0,Complete/E04/Baboon,EK004786.JPG,5:15:31,18:25:39,5.774444444,5.258611111,18.4275,Day
2413,55520,E04,Baboon,1/12/17 5:47,1/12/17,5:47:09,41,1,0,0,Complete/E04/Baboon,EK004787.JPG,5:15:31,18:25:39,5.785833333,5.258611111,18.4275,Day
2415,55521,E04,Baboon,1/12/17 5:47,1/12/17,5:47:10,1,0,0,0,Complete/E04/Baboon,EK004788.JPG,5:15:31,18:25:39,5.786111111,5.258611111,18.4275,Day
2440,55522,E04,Baboon,1/12/17 5:47,1/12/17,5:47:53,43,1,0,0,Complete/E04/Baboon,EK004789.JPG,5:15:31,18:25:39,5.798055556,5.258611111,18.4275,Day
2441,55523,E04,Baboon,1/12/17 5:47,1/12/17,5:47:53,43,1,0,0,Complete/E04/Baboon,EK004790.JPG,5:15:31,18:25:39,5.798055556,5.258611111,18.4275,Day
2494,55524,E04,Baboon,1/12/17 5:48,1/12/17,5:48:54,61,1,0,0,Complete/E04/Baboon,EK004791.JPG,5:15:31,18:25:39,5.815,5.258611111,18.4275,Day
2495,55525,E04,Baboon,1/12/17 5:48,1/12/17,5:48:55,1,0,0,0,Complete/E04/Baboon,EK004792.JPG,5:15:31,18:25:39,5.815277778,5.258611111,18.4275,Day
2563,55526,E04,Baboon,1/12/17 5:51,1/12/17,5:51:05,130,2,0,0,Complete/E04/Baboon,EK004793.JPG,5:15:31,18:25:39,5.851388889,5.258611111,18.4275,Day
2564,55527,E04,Baboon,1/12/17 5:51,1/12/17,5:51:06,1,0,0,0,Complete/E04/Baboon,EK004794.JPG,5:15:31,18:25:39,5.851666667,5.258611111,18.4275,Day
2592,55528,E04,Baboon,1/12/17 5:51,1/12/17,5:51:47,41,1,0,0,Complete/E04/Baboon,EK004795.JPG,5:15:31,18:25:39,5.863055556,5.258611111,18.4275,Day
2593,55529,E04,Baboon,1/12/17 5:51,1/12/17,5:51:48,1,0,0,0,Complete/E04/Baboon,EK004796.JPG,5:15:31,18:25:39,5.863333333,5.258611111,18.4275,Day
2633,55530,E04,Baboon,1/12/17 5:52,1/12/17,5:52:34,46,1,0,0,Complete/E04/Baboon,EK004797.JPG,5:15:31,18:25:39,5.876111111,5.258611111,18.4275,Day
2634,55531,E04,Baboon,1/12/17 5:52,1/12/17,5:52:34,46,1,0,0,Complete/E04/Baboon,EK004798.JPG,5:15:31,18:25:39,5.876111111,5.258611111,18.4275,Day
1959,67720,E06,Baboon,11/6/16 5:26,11/6/16,5:26:56,0,0,0,0,Complete/E06/Baboon,EK000303.JPG,4:59:17,17:52:23,5.448888889,4.988055556,17.87305556,Day
1960,67721,E06,Baboon,11/6/16 5:26,11/6/16,5:26:57,1,0,0,0,Complete/E06/Baboon,EK000304.JPG,4:59:17,17:52:23,5.449166667,4.988055556,17.87305556,Day
2519,67744,E06,Baboon,11/11/16 5:49,11/11/16,5:49:35,307056,5118,85.3,3.6,Complete/E06/Baboon,EK000739.JPG,4:57:31,17:55:00,5.826388889,4.958611111,17.91666667,Day
2520,67745,E06,Baboon,11/11/16 5:49,11/11/16,5:49:35,307056,5118,85.3,3.6,Complete/E06/Baboon,EK000740.JPG,4:57:31,17:55:00,5.826388889,4.958611111,17.91666667,Day
2855,67746,E06,Baboon,11/11/16 5:59,11/11/16,5:59:25,590,10,0.2,0,Complete/E06/Baboon,EK000741.JPG,4:57:31,17:55:00,5.990277778,4.958611111,17.91666667,Day
1824,67842,E06,Baboon,11/23/16 5:19,11/23/16,5:19:37,58143,969,16.1,0.7,Complete/E06/Baboon,EK001053.JPG,4:55:27,18:01:59,5.326944444,4.924166667,18.03305556,Day
1825,67843,E06,Baboon,11/23/16 5:19,11/23/16,5:19:38,1,0,0,0,Complete/E06/Baboon,EK001054.JPG,4:55:27,18:01:59,5.327222222,4.924166667,18.03305556,Day
1836,67844,E06,Baboon,11/23/16 5:20,11/23/16,5:20:13,35,1,0,0,Complete/E06/Baboon,EK001055.JPG,4:55:27,18:01:59,5.336944444,4.924166667,18.03305556,Day
1838,67845,E06,Baboon,11/23/16 5:20,11/23/16,5:20:14,1,0,0,0,Complete/E06/Baboon,EK001056.JPG,4:55:27,18:01:59,5.337222222,4.924166667,18.03305556,Day
1848,67846,E06,Baboon,11/23/16 5:20,11/23/16,5:20:49,35,1,0,0,Complete/E06/Baboon,EK001057.JPG,4:55:27,18:01:59,5.346944444,4.924166667,18.03305556,Day
1849,67847,E06,Baboon,11/23/16 5:20,11/23/16,5:20:49,35,1,0,0,Complete/E06/Baboon,EK001058.JPG,4:55:27,18:01:59,5.346944444,4.924166667,18.03305556,Day
1857,67848,E06,Baboon,11/23/16 5:21,11/23/16,5:21:24,35,1,0,0,Complete/E06/Baboon,EK001059.JPG,4:55:27,18:01:59,5.356666667,4.924166667,18.03305556,Day
1859,67849,E06,Baboon,11/23/16 5:21,11/23/16,5:21:25,1,0,0,0,Complete/E06/Baboon,EK001060.JPG,4:55:27,18:01:59,5.356944444,4.924166667,18.03305556,Day
1902,67850,E06,Baboon,11/23/16 5:23,11/23/16,5:23:47,142,2,0,0,Complete/E06/Baboon,EK001061.JPG,4:55:27,18:01:59,5.396388889,4.924166667,18.03305556,Day
1904,67851,E06,Baboon,11/23/16 5:23,11/23/16,5:23:48,1,0,0,0,Complete/E06/Baboon,EK001062.JPG,4:55:27,18:01:59,5.396666667,4.924166667,18.03305556,Day
1945,67852,E06,Baboon,11/23/16 5:25,11/23/16,5:25:56,128,2,0,0,Complete/E06/Baboon,EK001063.JPG,4:55:27,18:01:59,5.432222222,4.924166667,18.03305556,Day
1947,67853,E06,Baboon,11/23/16 5:25,11/23/16,5:25:57,1,0,0,0,Complete/E06/Baboon,EK001064.JPG,4:55:27,18:01:59,5.4325,4.924166667,18.03305556,Day
1970,67854,E06,Baboon,11/23/16 5:27,11/23/16,5:27:37,100,2,0,0,Complete/E06/Baboon,EK001065.JPG,4:55:27,18:01:59,5.460277778,4.924166667,18.03305556,Day
1971,67855,E06,Baboon,11/23/16 5:27,11/23/16,5:27:38,1,0,0,0,Complete/E06/Baboon,EK001066.JPG,4:55:27,18:01:59,5.460555556,4.924166667,18.03305556,Day
1982,67856,E06,Baboon,11/23/16 5:28,11/23/16,5:28:30,52,1,0,0,Complete/E06/Baboon,EK001067.JPG,4:55:27,18:01:59,5.475,4.924166667,18.03305556,Day
1983,67857,E06,Baboon,11/23/16 5:28,11/23/16,5:28:31,1,0,0,0,Complete/E06/Baboon,EK001068.JPG,4:55:27,18:01:59,5.475277778,4.924166667,18.03305556,Day
1992,67858,E06,Baboon,11/23/16 5:28,11/23/16,5:28:57,26,0,0,0,Complete/E06/Baboon,EK001069.JPG,4:55:27,18:01:59,5.4825,4.924166667,18.03305556,Day
1993,67859,E06,Baboon,11/23/16 5:28,11/23/16,5:28:57,26,0,0,0,Complete/E06/Baboon,EK001070.JPG,4:55:27,18:01:59,5.4825,4.924166667,18.03305556,Day
1999,67860,E06,Baboon,11/23/16 5:29,11/23/16,5:29:32,35,1,0,0,Complete/E06/Baboon,EK001071.JPG,4:55:27,18:01:59,5.492222222,4.924166667,18.03305556,Day
2000,67861,E06,Baboon,11/23/16 5:29,11/23/16,5:29:33,1,0,0,0,Complete/E06/Baboon,EK001072.JPG,4:55:27,18:01:59,5.4925,4.924166667,18.03305556,Day
2031,67862,E06,Baboon,11/23/16 5:31,11/23/16,5:31:12,99,2,0,0,Complete/E06/Baboon,EK001073.JPG,4:55:27,18:01:59,5.52,4.924166667,18.03305556,Day
2032,67863,E06,Baboon,11/23/16 5:31,11/23/16,5:31:12,99,2,0,0,Complete/E06/Baboon,EK001074.JPG,4:55:27,18:01:59,5.52,4.924166667,18.03305556,Day
2064,67864,E06,Baboon,11/23/16 5:32,11/23/16,5:32:25,73,1,0,0,Complete/E06/Baboon,EK001077.JPG,4:55:27,18:01:59,5.540277778,4.924166667,18.03305556,Day
2065,67865,E06,Baboon,11/23/16 5:32,11/23/16,5:32:26,1,0,0,0,Complete/E06/Baboon,EK001078.JPG,4:55:27,18:01:59,5.540555556,4.924166667,18.03305556,Day
2090,67866,E06,Baboon,11/23/16 5:33,11/23/16,5:33:46,80,1,0,0,Complete/E06/Baboon,EK001081.JPG,4:55:27,18:01:59,5.562777778,4.924166667,18.03305556,Day
2091,67867,E06,Baboon,11/23/16 5:33,11/23/16,5:33:46,80,1,0,0,Complete/E06/Baboon,EK001082.JPG,4:55:27,18:01:59,5.562777778,4.924166667,18.03305556,Day
2149,67868,E06,Baboon,11/23/16 5:37,11/23/16,5:37:44,238,4,0.1,0,Complete/E06/Baboon,EK001085.JPG,4:55:27,18:01:59,5.628888889,4.924166667,18.03305556,Day
2150,67869,E06,Baboon,11/23/16 5:37,11/23/16,5:37:45,1,0,0,0,Complete/E06/Baboon,EK001086.JPG,4:55:27,18:01:59,5.629166667,4.924166667,18.03305556,Day
2163,67870,E06,Baboon,11/23/16 5:38,11/23/16,5:38:20,35,1,0,0,Complete/E06/Baboon,EK001087.JPG,4:55:27,18:01:59,5.638888889,4.924166667,18.03305556,Day
2164,67871,E06,Baboon,11/23/16 5:38,11/23/16,5:38:20,35,1,0,0,Complete/E06/Baboon,EK001088.JPG,4:55:27,18:01:59,5.638888889,4.924166667,18.03305556,Day
2380,67872,E06,Baboon,11/23/16 5:46,11/23/16,5:46:16,476,8,0.1,0,Complete/E06/Baboon,EK001089.JPG,4:55:27,18:01:59,5.771111111,4.924166667,18.03305556,Day
2409,67873,E06,Baboon,11/23/16 5:46,11/23/16,5:46:55,39,1,0,0,Complete/E06/Baboon,EK001091.JPG,4:55:27,18:01:59,5.781944444,4.924166667,18.03305556,Day
2410,67874,E06,Baboon,11/23/16 5:46,11/23/16,5:46:56,1,0,0,0,Complete/E06/Baboon,EK001092.JPG,4:55:27,18:01:59,5.782222222,4.924166667,18.03305556,Day
2555,67875,E06,Baboon,11/23/16 5:50,11/23/16,5:50:46,230,4,0.1,0,Complete/E06/Baboon,EK001093.JPG,4:55:27,18:01:59,5.846111111,4.924166667,18.03305556,Day
2558,67876,E06,Baboon,11/23/16 5:50,11/23/16,5:50:47,1,0,0,0,Complete/E06/Baboon,EK001094.JPG,4:55:27,18:01:59,5.846388889,4.924166667,18.03305556,Day
2579,67877,E06,Baboon,11/23/16 5:51,11/23/16,5:51:28,41,1,0,0,Complete/E06/Baboon,EK001095.JPG,4:55:27,18:01:59,5.857777778,4.924166667,18.03305556,Day
2580,67878,E06,Baboon,11/23/16 5:51,11/23/16,5:51:28,41,1,0,0,Complete/E06/Baboon,EK001096.JPG,4:55:27,18:01:59,5.857777778,4.924166667,18.03305556,Day
2605,67879,E06,Baboon,11/23/16 5:52,11/23/16,5:52:15,47,1,0,0,Complete/E06/Baboon,EK001097.JPG,4:55:27,18:01:59,5.870833333,4.924166667,18.03305556,Day
2606,67880,E06,Baboon,11/23/16 5:52,11/23/16,5:52:16,1,0,0,0,Complete/E06/Baboon,EK001098.JPG,4:55:27,18:01:59,5.871111111,4.924166667,18.03305556,Day
1550,67938,E06,Baboon,12/1/16 4:47,12/1/16,4:47:26,42151,703,11.7,0.5,Complete/E06/Baboon,EK001285.JPG,4:55:49,18:06:59,4.790555556,4.930277778,18.11638889,Night
1551,67939,E06,Baboon,12/1/16 4:47,12/1/16,4:47:26,42151,703,11.7,0.5,Complete/E06/Baboon,EK001286.JPG,4:55:49,18:06:59,4.790555556,4.930277778,18.11638889,Night
1901,68125,E06,Baboon,12/10/16 5:23,12/10/16,5:23:46,150049,2501,41.7,1.7,Complete/E06/Baboon,EK002121.JPG,4:57:50,18:12:33,5.396111111,4.963888889,18.20916667,Day
1903,68126,E06,Baboon,12/10/16 5:23,12/10/16,5:23:47,1,0,0,0,Complete/E06/Baboon,EK002122.JPG,4:57:50,18:12:33,5.396388889,4.963888889,18.20916667,Day
1775,68143,E06,Baboon,12/11/16 5:15,12/11/16,5:15:08,72043,1201,20,0.8,Complete/E06/Baboon,EK002213.JPG,4:58:10,18:13:09,5.252222222,4.969444444,18.21916667,Day
1776,68144,E06,Baboon,12/11/16 5:15,12/11/16,5:15:08,72043,1201,20,0.8,Complete/E06/Baboon,EK002214.JPG,4:58:10,18:13:09,5.252222222,4.969444444,18.21916667,Day
1794,68145,E06,Baboon,12/11/16 5:17,12/11/16,5:17:10,122,2,0,0,Complete/E06/Baboon,EK002215.JPG,4:58:10,18:13:09,5.286111111,4.969444444,18.21916667,Day
1795,68146,E06,Baboon,12/11/16 5:17,12/11/16,5:17:10,122,2,0,0,Complete/E06/Baboon,EK002216.JPG,4:58:10,18:13:09,5.286111111,4.969444444,18.21916667,Day
1802,68147,E06,Baboon,12/11/16 5:18,12/11/16,5:18:09,59,1,0,0,Complete/E06/Baboon,EK002217.JPG,4:58:10,18:13:09,5.3025,4.969444444,18.21916667,Day
1803,68148,E06,Baboon,12/11/16 5:18,12/11/16,5:18:10,1,0,0,0,Complete/E06/Baboon,EK002218.JPG,4:58:10,18:13:09,5.302777778,4.969444444,18.21916667,Day
1826,68149,E06,Baboon,12/11/16 5:19,12/11/16,5:19:48,98,2,0,0,Complete/E06/Baboon,EK002219.JPG,4:58:10,18:13:09,5.33,4.969444444,18.21916667,Day
1827,68150,E06,Baboon,12/11/16 5:19,12/11/16,5:19:49,1,0,0,0,Complete/E06/Baboon,EK002220.JPG,4:58:10,18:13:09,5.330277778,4.969444444,18.21916667,Day
1975,68151,E06,Baboon,12/11/16 5:27,12/11/16,5:27:46,477,8,0.1,0,Complete/E06/Baboon,EK002221.JPG,4:58:10,18:13:09,5.462777778,4.969444444,18.21916667,Day
1976,68152,E06,Baboon,12/11/16 5:27,12/11/16,5:27:46,477,8,0.1,0,Complete/E06/Baboon,EK002222.JPG,4:58:10,18:13:09,5.462777778,4.969444444,18.21916667,Day
1994,68154,E06,Baboon,12/11/16 5:28,12/11/16,5:28:59,7,0,0,0,Complete/E06/Baboon,EK002223.JPG,4:58:10,18:13:09,5.483055556,4.969444444,18.21916667,Day
1985,68153,E06,Baboon,12/11/16 5:28,12/11/16,5:28:52,66,1,0,0,Complete/E06/Baboon,EK002224.JPG,4:58:10,18:13:09,5.481111111,4.969444444,18.21916667,Day
2055,68155,E06,Baboon,12/11/16 5:32,12/11/16,5:32:15,196,3,0,0,Complete/E06/Baboon,EK002225.JPG,4:58:10,18:13:09,5.5375,4.969444444,18.21916667,Day
2056,68156,E06,Baboon,12/11/16 5:32,12/11/16,5:32:15,196,3,0,0,Complete/E06/Baboon,EK002226.JPG,4:58:10,18:13:09,5.5375,4.969444444,18.21916667,Day
2079,68157,E06,Baboon,12/11/16 5:32,12/11/16,5:32:55,40,1,0,0,Complete/E06/Baboon,EK002227.JPG,4:58:10,18:13:09,5.548611111,4.969444444,18.21916667,Day
2080,68158,E06,Baboon,12/11/16 5:32,12/11/16,5:32:55,40,1,0,0,Complete/E06/Baboon,EK002228.JPG,4:58:10,18:13:09,5.548611111,4.969444444,18.21916667,Day
2175,68159,E06,Baboon,12/11/16 5:38,12/11/16,5:38:46,351,6,0.1,0,Complete/E06/Baboon,EK002229.JPG,4:58:10,18:13:09,5.646111111,4.969444444,18.21916667,Day
2176,68160,E06,Baboon,12/11/16 5:38,12/11/16,5:38:47,1,0,0,0,Complete/E06/Baboon,EK002230.JPG,4:58:10,18:13:09,5.646388889,4.969444444,18.21916667,Day
1580,68163,E06,Baboon,12/12/16 4:54,12/12/16,4:54:17,74221,1237,20.6,0.9,Complete/E06/Baboon,EK002299.JPG,4:58:30,18:13:44,4.904722222,4.975,18.22888889,Night
1581,68164,E06,Baboon,12/12/16 4:54,12/12/16,4:54:17,74221,1237,20.6,0.9,Complete/E06/Baboon,EK002300.JPG,4:58:30,18:13:44,4.904722222,4.975,18.22888889,Night
1584,68165,E06,Baboon,12/12/16 4:54,12/12/16,4:54:53,36,1,0,0,Complete/E06/Baboon,EK002301.JPG,4:58:30,18:13:44,4.914722222,4.975,18.22888889,Night
1585,68166,E06,Baboon,12/12/16 4:54,12/12/16,4:54:54,1,0,0,0,Complete/E06/Baboon,EK002302.JPG,4:58:30,18:13:44,4.915,4.975,18.22888889,Night
1598,68167,E06,Baboon,12/12/16 4:56,12/12/16,4:56:02,68,1,0,0,Complete/E06/Baboon,EK002303.JPG,4:58:30,18:13:44,4.933888889,4.975,18.22888889,Night
1600,68168,E06,Baboon,12/12/16 4:56,12/12/16,4:56:03,1,0,0,0,Complete/E06/Baboon,EK002304.JPG,4:58:30,18:13:44,4.934166667,4.975,18.22888889,Night
2780,68181,E06,Baboon,12/15/16 5:57,12/15/16,5:57:07,219050,3651,60.9,2.5,Complete/E06/Baboon,EK002407.JPG,4:59:38,18:15:28,5.951944444,4.993888889,18.25777778,Day
2781,68182,E06,Baboon,12/15/16 5:57,12/15/16,5:57:07,219050,3651,60.9,2.5,Complete/E06/Baboon,EK002408.JPG,4:59:38,18:15:28,5.951944444,4.993888889,18.25777778,Day
2998,68258,E06,Baboon,12/26/16 17:35,12/26/16,17:35:51,18034,301,5,0.2,Complete/E06/Baboon,EK002723.JPG,5:04:59,18:20:57,17.5975,5.083055556,18.34916667,Day
3000,68259,E06,Baboon,12/26/16 17:35,12/26/16,17:35:52,1,0,0,0,Complete/E06/Baboon,EK002724.JPG,5:04:59,18:20:57,17.59777778,5.083055556,18.34916667,Day
3125,68260,E06,Baboon,12/26/16 17:45,12/26/16,17:45:32,580,10,0.2,0,Complete/E06/Baboon,EK002733.JPG,5:04:59,18:20:57,17.75888889,5.083055556,18.34916667,Day
3126,68261,E06,Baboon,12/26/16 17:45,12/26/16,17:45:33,1,0,0,0,Complete/E06/Baboon,EK002734.JPG,5:04:59,18:20:57,17.75916667,5.083055556,18.34916667,Day
3236,68262,E06,Baboon,12/26/16 17:54,12/26/16,17:54:19,526,9,0.2,0,Complete/E06/Baboon,EK002735.JPG,5:04:59,18:20:57,17.90527778,5.083055556,18.34916667,Day
3237,68263,E06,Baboon,12/26/16 17:54,12/26/16,17:54:20,1,0,0,0,Complete/E06/Baboon,EK002736.JPG,5:04:59,18:20:57,17.90555556,5.083055556,18.34916667,Day
3249,68264,E06,Baboon,12/26/16 17:55,12/26/16,17:55:14,54,1,0,0,Complete/E06/Baboon,EK002737.JPG,5:04:59,18:20:57,17.92055556,5.083055556,18.34916667,Day
3250,68265,E06,Baboon,12/26/16 17:55,12/26/16,17:55:15,1,0,0,0,Complete/E06/Baboon,EK002738.JPG,5:04:59,18:20:57,17.92083333,5.083055556,18.34916667,Day
3340,68266,E06,Baboon,12/26/16 18:02,12/26/16,18:02:19,424,7,0.1,0,Complete/E06/Baboon,EK002739.JPG,5:04:59,18:20:57,18.03861111,5.083055556,18.34916667,Day
3341,68267,E06,Baboon,12/26/16 18:02,12/26/16,18:02:19,424,7,0.1,0,Complete/E06/Baboon,EK002740.JPG,5:04:59,18:20:57,18.03861111,5.083055556,18.34916667,Day
2424,68268,E06,Baboon,12/27/16 5:47,12/27/16,5:47:23,42304,705,11.8,0.5,Complete/E06/Baboon,EK002755.JPG,5:05:33,18:21:23,5.789722222,5.0925,18.35638889,Day
2426,68269,E06,Baboon,12/27/16 5:47,12/27/16,5:47:24,1,0,0,0,Complete/E06/Baboon,EK002756.JPG,5:05:33,18:21:23,5.79,5.0925,18.35638889,Day
2448,68270,E06,Baboon,12/27/16 5:47,12/27/16,5:47:58,34,1,0,0,Complete/E06/Baboon,EK002757.JPG,5:05:33,18:21:23,5.799444444,5.0925,18.35638889,Day
2453,68271,E06,Baboon,12/27/16 5:47,12/27/16,5:47:59,1,0,0,0,Complete/E06/Baboon,EK002758.JPG,5:05:33,18:21:23,5.799722222,5.0925,18.35638889,Day
2847,68272,E06,Baboon,12/27/16 5:59,12/27/16,5:59:18,679,11,0.2,0,Complete/E06/Baboon,EK002759.JPG,5:05:33,18:21:23,5.988333333,5.0925,18.35638889,Day
2848,68273,E06,Baboon,12/27/16 5:59,12/27/16,5:59:18,679,11,0.2,0,Complete/E06/Baboon,EK002760.JPG,5:05:33,18:21:23,5.988333333,5.0925,18.35638889,Day
1806,68296,E06,Baboon,12/29/16 5:18,12/29/16,5:18:24,43114,719,12,0.5,Complete/E06/Baboon,EK002857.JPG,5:06:42,18:22:10,5.306666667,5.111666667,18.36944444,Day
1807,68297,E06,Baboon,12/29/16 5:18,12/29/16,5:18:25,1,0,0,0,Complete/E06/Baboon,EK002858.JPG,5:06:42,18:22:10,5.306944444,5.111666667,18.36944444,Day
2141,68298,E06,Baboon,12/29/16 5:37,12/29/16,5:37:09,1124,19,0.3,0,Complete/E06/Baboon,EK002861.JPG,5:06:42,18:22:10,5.619166667,5.111666667,18.36944444,Day
2142,68299,E06,Baboon,12/29/16 5:37,12/29/16,5:37:09,1124,19,0.3,0,Complete/E06/Baboon,EK002862.JPG,5:06:42,18:22:10,5.619166667,5.111666667,18.36944444,Day
2308,68300,E06,Baboon,12/29/16 5:44,12/29/16,5:44:16,427,7,0.1,0,Complete/E06/Baboon,EK002863.JPG,5:06:42,18:22:10,5.737777778,5.111666667,18.36944444,Day
2309,68301,E06,Baboon,12/29/16 5:44,12/29/16,5:44:16,427,7,0.1,0,Complete/E06/Baboon,EK002864.JPG,5:06:42,18:22:10,5.737777778,5.111666667,18.36944444,Day
2442,68302,E06,Baboon,12/29/16 5:47,12/29/16,5:47:53,217,4,0.1,0,Complete/E06/Baboon,EK002865.JPG,5:06:42,18:22:10,5.798055556,5.111666667,18.36944444,Day
2446,68303,E06,Baboon,12/29/16 5:47,12/29/16,5:47:54,1,0,0,0,Complete/E06/Baboon,EK002866.JPG,5:06:42,18:22:10,5.798333333,5.111666667,18.36944444,Day
2480,68304,E06,Baboon,12/29/16 5:48,12/29/16,5:48:41,47,1,0,0,Complete/E06/Baboon,EK002867.JPG,5:06:42,18:22:10,5.811388889,5.111666667,18.36944444,Day
2483,68305,E06,Baboon,12/29/16 5:48,12/29/16,5:48:42,1,0,0,0,Complete/E06/Baboon,EK002868.JPG,5:06:42,18:22:10,5.811666667,5.111666667,18.36944444,Day
2516,68306,E06,Baboon,12/29/16 5:49,12/29/16,5:49:33,51,1,0,0,Complete/E06/Baboon,EK002869.JPG,5:06:42,18:22:10,5.825833333,5.111666667,18.36944444,Day
2517,68307,E06,Baboon,12/29/16 5:49,12/29/16,5:49:33,51,1,0,0,Complete/E06/Baboon,EK002870.JPG,5:06:42,18:22:10,5.825833333,5.111666667,18.36944444,Day
2543,68308,E06,Baboon,12/29/16 5:50,12/29/16,5:50:28,55,1,0,0,Complete/E06/Baboon,EK002871.JPG,5:06:42,18:22:10,5.841111111,5.111666667,18.36944444,Day
2544,68309,E06,Baboon,12/29/16 5:50,12/29/16,5:50:28,55,1,0,0,Complete/E06/Baboon,EK002872.JPG,5:06:42,18:22:10,5.841111111,5.111666667,18.36944444,Day
2581,68310,E06,Baboon,12/29/16 5:51,12/29/16,5:51:28,60,1,0,0,Complete/E06/Baboon,EK002873.JPG,5:06:42,18:22:10,5.857777778,5.111666667,18.36944444,Day
2582,68311,E06,Baboon,12/29/16 5:51,12/29/16,5:51:28,60,1,0,0,Complete/E06/Baboon,EK002874.JPG,5:06:42,18:22:10,5.857777778,5.111666667,18.36944444,Day
2612,68312,E06,Baboon,12/29/16 5:52,12/29/16,5:52:20,52,1,0,0,Complete/E06/Baboon,EK002875.JPG,5:06:42,18:22:10,5.872222222,5.111666667,18.36944444,Day
2613,68313,E06,Baboon,12/29/16 5:52,12/29/16,5:52:21,1,0,0,0,Complete/E06/Baboon,EK002876.JPG,5:06:42,18:22:10,5.8725,5.111666667,18.36944444,Day
2644,68314,E06,Baboon,12/29/16 5:53,12/29/16,5:53:07,46,1,0,0,Complete/E06/Baboon,EK002877.JPG,5:06:42,18:22:10,5.885277778,5.111666667,18.36944444,Day
2645,68315,E06,Baboon,12/29/16 5:53,12/29/16,5:53:07,46,1,0,0,Complete/E06/Baboon,EK002878.JPG,5:06:42,18:22:10,5.885277778,5.111666667,18.36944444,Day
2673,68316,E06,Baboon,12/29/16 5:53,12/29/16,5:53:57,50,1,0,0,Complete/E06/Baboon,EK002879.JPG,5:06:42,18:22:10,5.899166667,5.111666667,18.36944444,Day
2674,68317,E06,Baboon,12/29/16 5:53,12/29/16,5:53:57,50,1,0,0,Complete/E06/Baboon,EK002880.JPG,5:06:42,18:22:10,5.899166667,5.111666667,18.36944444,Day
2724,68318,E06,Baboon,12/29/16 5:55,12/29/16,5:55:19,82,1,0,0,Complete/E06/Baboon,EK002881.JPG,5:06:42,18:22:10,5.921944444,5.111666667,18.36944444,Day
2725,68319,E06,Baboon,12/29/16 5:55,12/29/16,5:55:19,82,1,0,0,Complete/E06/Baboon,EK002882.JPG,5:06:42,18:22:10,5.921944444,5.111666667,18.36944444,Day
2744,68320,E06,Baboon,12/29/16 5:56,12/29/16,5:56:05,46,1,0,0,Complete/E06/Baboon,EK002883.JPG,5:06:42,18:22:10,5.934722222,5.111666667,18.36944444,Day
2745,68321,E06,Baboon,12/29/16 5:56,12/29/16,5:56:05,46,1,0,0,Complete/E06/Baboon,EK002884.JPG,5:06:42,18:22:10,5.934722222,5.111666667,18.36944444,Day
3512,68336,E06,Baboon,1/7/17 18:21,1/7/17,18:21:45,39300,655,10.9,0.5,Complete/E06/Baboon,EK003185.JPG,5:12:16,18:24:51,18.3625,5.204444444,18.41416667,Day
3513,68337,E06,Baboon,1/7/17 18:21,1/7/17,18:21:45,39300,655,10.9,0.5,Complete/E06/Baboon,EK003186.JPG,5:12:16,18:24:51,18.3625,5.204444444,18.41416667,Day
2373,68338,E06,Baboon,1/8/17 5:46,1/8/17,5:46:04,41059,684,11.4,0.5,Complete/E06/Baboon,EK003248.JPG,5:12:55,18:25:03,5.767777778,5.215277778,18.4175,Day
1905,68358,E06,Baboon,1/20/17 5:23,1/20/17,5:23:49,322781,5380,89.7,3.7,Complete/E06/Baboon,EK004321.JPG,5:20:43,18:25:52,5.396944444,5.345277778,18.43111111,Day
1906,68359,E06,Baboon,1/20/17 5:23,1/20/17,5:23:50,1,0,0,0,Complete/E06/Baboon,EK004322.JPG,5:20:43,18:25:52,5.397222222,5.345277778,18.43111111,Day
