"","StudySite","SppCode","Detections","Latitude","Longitude","Longitude.UTM","Latitude.UTM","height.cm","angle","detect.obscured","cover.ground","termite.count.100m","termite.count.50m","termite.large.count.100m","termite.large.count.50m","habitat.number","habitat.type","dominant.tree","fire.interval","poaching.all","poaching.high","boundary.distance","road.distance","road.major.distance","urema.distance","pan.distance","river.distance","tree.100m","tree.250m","tree.500m","tree.1km","termites.100m","termites.250m","termites.500m","termites.1km","fire2015.date","fire2016.date","fire2017.date","pans.100m","pans.250m","pans.500m","fire2015","fire2016","fire2017","Operation","GenusLatin","SpeciesLatin","CommName","Diet","Weight","Sociality","Family","Order","Activity_pattern","Sociality.1","Mass_category","Trophic_level","X5.1_AdultBodyMass_g","X5.1_AdultBodyMass_kg","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"1967","J11","SYCA",0,-19.00152,34.48963,656795.9875,7898340.612,60,-5,0,5,0,1,0,1,3.5,"3.5_CWF","mix",7.272376537,0,0,8210.692383,664.5010986,679.3570557,10000.91113,370.190094,6714.063965,7.796405315,0.903255403,3.465418577,0.798963368,3.080765963,0.088075347,1.229742408,0.24681513,NA,NA,NA,0,0,0.002253932,0,0,0,0,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1968","J13","SYCA",1,-19.02231,34.489,656710.1784,7896040.187,70,0,0,10,2,0,2,0,2,"2_OW","AR",11.70416832,0,0,6168.531738,445.5891724,817.3772583,12043.17969,560.9272461,6168.431152,3.593016148,0.632477582,2.956791878,0.739475906,0.737718582,0.027796702,0.836462915,0.226212353,NA,NA,NA,0,0,0.066138029,0,0,0,14,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1969","K04","SYCA",0,-18.92375,34.50578,658569.743,7906933.543,60,-7,0,40,0,0,0,0,1,"1_SW","AX_FA",4.685237885,0,0,16365.44043,200.7979431,200.7979431,1982.598511,60.54699326,1857.147827,3.636953831,0.398635566,1.850120425,0.477857411,1.850957513,0.046422128,0.827605903,0.184344128,NA,NA,NA,0.158978373,0.019226896,0.66444242,0,0,0,42,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1970","K06","SYCA",0,-18.94731,34.50857,658841.3202,7904323.474,60,1,0,1,5,1,0,0,3,"3_CW","SF",11.5485754,1,0,14500.04004,1071.40686,1696.368774,4080.168213,519.4856567,3437.863525,6.253677845,0.71630156,2.871414423,0.752372205,1.318068266,0.026557663,0.459738731,0.149086684,276,NA,NA,0,0,0.018781915,1,0,0,90,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1971","K08","SYCA",0,-18.9698,34.50842,658804.2283,7901834.466,70,-3,1,50,1,0,1,0,2,"2_OW","mix",8.711377144,0,0,12237.89941,317.8890381,3289.301758,5976.55127,363.809021,3998.702148,5.935115814,0.707852066,2.837465525,0.705217302,1.10158205,0.035991888,0.571673453,0.177620575,NA,NA,NA,0,0,0.006116073,0,0,0,0,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1972","K10","SYCA",0,-18.9911,34.50899,658844.0496,7899476.51,90,-2,0,1,5,1,5,1,3.5,"3.5_CWF","mix",7.682173252,0,0,10211.96094,94.80702972,2150.32373,8021.797852,487.2791748,5032.851074,7.216845989,0.787115395,2.970449686,0.706012487,3.816819429,0.090382107,1.090030313,0.270764202,NA,NA,NA,0,0,0.002670473,0,0,0,90,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1973","K12","SYCA",0,-19.01297,34.50941,658867.5015,7897055.597,70,-6,0,5,3,1,3,1,3,"3_CW","CA",3.371484518,0,0,8245.503906,192.8620911,192.8621063,10265.48926,452.9571228,4466.737793,8.216071129,0.947158456,3.563918114,0.799907565,1.356369734,0.050704978,0.722877443,0.244484782,249,NA,NA,0,0,0.004634847,1,0,0,8,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1974","L05","SYCA",0,-18.93517,34.52907,661011.8661,7905648.523,70,-4,0,50,0,0,0,0,1,"1_SW","AX_FA",8.050823212,1,1,16641.90625,433.1827087,433.1827087,1608.008301,45.48457718,1899.064453,3.850501776,0.504966557,2.521977425,0.642147124,1.34887588,0.037880328,0.988000214,0.213573635,NA,NA,NA,0.362198174,0.005236005,0.112014905,0,0,0,4,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1975","L07","SYCA",2,-18.95881,34.52905,660987.0825,7903032.102,120,-13,0,15,3,3,0,0,2,"2_OW","HY",9.639801979,0,0,14362.95605,1427.905273,1427.905273,3923.118896,510.6742859,1509.30542,6.655777454,0.863314033,3.420427322,0.815141976,2.318068266,0.068748727,1.099776149,0.255220294,NA,NA,NA,0,0,0.00394363,0,0,0,90,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1976","L09","SYCA",0,-18.97978,34.52872,660932.1973,7900711.471,60,-5,1,10,5,4,0,0,3,"3_CW","CA",10.68013096,0,0,12401.68262,1387.560669,1414.371826,6169.813965,527.5548096,2617.431885,6.280557156,0.842493236,3.288264751,0.792927802,1.972522855,0.06196788,0.950794458,0.228602573,272.8461304,NA,255.5098267,0,0,0.008711765,1,0,1,0,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1977","L11","SYCA",1,-19.00148,34.52897,660937.6591,7898309.509,90,-3,1,5,7,2,7,2,3,"3_CW","CA",10.1283226,0,0,10558.91699,131.6677704,131.6677704,8526.775391,78.83039856,2780.582031,8.216459274,0.928952873,3.434249878,0.828301311,1.108243108,0.067629211,0.920969486,0.25103268,269.5016479,NA,256.0942383,0.192339718,0.000920315,0.075316265,1,0,1,90,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1978","L13","SYCA",0,-19.02311,34.5293,660951.5797,7895915.216,60,-8,0,5,5,0,5,0,3.5,"3.5_CWF","CA",6.25740242,0,0,8739.50293,509.1464844,1511.789795,10896.46582,357.7865295,2432.866699,8.112223625,0.947109997,3.588551283,0.902288139,0.731057465,0.019314663,0.441850126,0.153307229,NA,NA,256.6468811,0,0,0.017761623,0,0,1,90,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1979","M08","SYCA",0,-18.96881,34.54853,663028.7186,7901907.404,90,0,0,20,0,0,0,0,2,"2_OW","CA",8.73451519,0,0,14637.6543,222.8320007,222.8320007,4858.80957,223.0332947,305.3533325,7.468054771,0.841088235,3.327785492,0.79626739,2.589508772,0.054083452,1.070427418,0.244496763,NA,261,NA,0,0.015189133,0.37240234,0,1,0,48,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1980","M10","SYCA",0,-18.99093,34.54668,662812.4137,7899460.883,70,1,0,15,3,1,3,1,2,"2_OW","HY",11.28437614,0,0,12624.13281,731.1986084,731.1986694,7277.035645,248.730011,1668.430664,7.036826611,0.723907053,2.746827364,0.737483025,2.004995823,0.037505828,0.486976385,0.187746316,276.3685608,NA,256.8753662,0,0.003226195,0.187365189,1,0,1,62,"Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,592665.98,592.66598,2525.86,-999,1460,-999,-999,1,337.49,1,63.73,59.79,638.75,1.08,1,354,39843.11,-999,5.84,3000,1683.65,12,-999,1,319.37,151878.4,-999,"543;730;854;869;904;1297;1525;1573;1763;1848;2338;2620;2629;2655;2986",-999,-999,-999,-999,11706834.65,15.85,-33.51,-8.82,43.95,-14.48,14.73,0,31.59,1,0.14,100.45,237.8,1004.99,1548.94
"1981","A06","SYGR",0,-18.94847,34.3112,638055.6577,7904361.198,60,-6,0,10,1,1,1,1,2,"2_OW","CA",14.06763268,1,0,5866.970215,1514.415771,1514.415771,16731.62891,163.1207123,2891.995605,3.1345222,0.233508438,0.706394196,0.28860113,1.308909297,0.019876415,0.255218178,0.08339712,241.0129852,NA,NA,0,0.00284576,0.022840908,1,0,0,0,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1982","A08","SYGR",0,-18.97055,34.31128,638045.9089,7901917.535,70,-5,0,30,2,0,2,0,2.5,"2.5_OCW","AR",8.370493889,0,0,3476.922119,307.7037659,307.7037964,17956.125,178.3482971,3476.903564,4.238297939,0.462234944,1.796139598,0.494163781,2.248126507,0.042705011,0.78940016,0.18269144,244.3223419,NA,NA,0,0.00094249,0.032964796,1,0,0,31,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1983","A10","SYGR",0,-18.99254,34.3117,638072.0057,7899483.559,80,-6,1,75,0,0,0,0,4,"4_F","HY",1.204053283,0,0,1215.533936,206.422226,206.422226,19374.58594,282.186676,1215.768066,8.380311966,0.937327802,3.704920769,0.82345593,0.047460448,0.012613496,0.144886583,0.061133672,240,NA,NA,0,0,0.067776702,1,0,0,0,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1984","B05","SYGR",0,-18.9376,34.33081,640129.751,7905548.727,90,-1,0,20,4,3,4,3,1,"1_SW","mix",12.24129963,0,0,6344.958984,2059.258789,2059.258789,14345.6377,87.22070313,1265.074585,0.510744512,0.072298676,0.51737839,0.19592762,0.16569525,0.005613524,0.173711523,0.075239442,241.4348755,NA,232.5502625,0.103247292,0.001271877,0.033286799,1,0,1,48,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1985","B07","SYGR",0,-18.95957,34.33033,640060.8662,7903117.669,100,-1,0,75,3,3,3,3,1,"1_SW","AR",9.695158958,0,0,4077.856689,978.2200317,978.2200317,15613.77051,145.0441132,3549.379883,0.733599603,0.169611126,0.903705001,0.429066092,0.344712734,0.025792725,0.436643869,0.106388114,243.2588959,NA,NA,0,0.002066773,0.034840718,1,0,0,90,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1986","B09","SYGR",0,-18.98108,34.33122,640136.5979,7900736.425,80,-3,0,5,15,5,15,5,2,"2_OW","AR",9.440723419,0,0,1827.738037,620.881897,620.8818359,16986.43555,73.16529083,1828.059204,2.10125494,0.253674328,0.915770769,0.443697155,0.81099087,0.029067613,0.434135973,0.141828209,NA,NA,NA,0.043297254,0.001529874,0.023914794,0,0,0,9,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1987","C06","SYGR",0,-18.94877,34.35125,642272.8619,7904296.172,90,-3,0,5,2,3,2,3,2,"2_OW","HY",10.62749958,0,0,4712.924316,137.1408691,137.1408234,13121.14648,92.24648285,2074.799805,1.716116071,0.208486006,1.137672186,0.276521236,0.989175677,0.026167227,0.511499822,0.126961946,247.4421082,NA,NA,0.026644463,0.003697307,0.025284287,1,0,0,6,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1988","C08","SYGR",1,-18.97041,34.35071,642197.6499,7901901.671,80,-5,0,10,3,3,3,3,2,"2_OW","AR",7.553421497,0,0,2321.447754,432.7802124,432.7802124,14668.47266,218.535965,2321.539551,3.321752787,0.376540244,1.53728044,0.388177991,1.741881728,0.045912169,0.759384751,0.174836159,245.4664764,NA,NA,0,0.001911469,0.024999604,1,0,0,90,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1989","D03","SYGR",0,-18.91569,34.36975,644249.4186,7907942.181,100,-4,0,50,0,1,0,1,2,"2_OW","HY",5.497811317,0,0,8580.866211,94.27841949,94.27842712,9598.172852,25.04351807,55.98794937,6.086621284,0.450219959,1.138081551,0.203578487,0.320566207,0.008880443,0.214631513,0.04204886,NA,NA,NA,0.425424904,0.009402997,0.129149899,0,0,0,0,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1990","D05","SYGR",0,-18.93763,34.37036,644294.8273,7905513.538,60,0,1,50,6,4,6,4,2.5,"2.5_OCW","mix",4.622369766,0,0,6254.927734,599.0967407,599.0967407,10765.93652,84.32523346,1446.874756,3.390577078,0.371278316,1.533814907,0.385423958,1.749375463,0.042728912,0.63233918,0.175298229,NA,NA,NA,0.0355439,0.001163342,0.036489651,0,0,0,20,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1991","D07","SYGR",0,-18.97986,34.37051,644274.2966,7900839.718,90,1,0,10,7,5,7,5,2,"2_OW","mix",14.09720802,1,1,1847.439941,1039.238647,1039.238647,14010.10449,292.9839478,1847.120605,2.836110353,0.363306433,1.478896976,0.414556921,1.534554482,0.042246845,0.637720048,0.171905011,211,248,NA,0,0,0.001872986,1,1,0,90,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1992","D09","SYGR",0,-18.95907,34.37054,644295.3496,7903140.576,60,-2,1,80,1,1,0,0,2.5,"2.5_OCW","CA",7.243978024,1,1,4074.408203,117.4708023,117.4707642,12292.49121,52.16975784,3549.67627,2.880082607,0.388952434,1.68656075,0.404191285,1.825145721,0.057629254,0.901065052,0.194083646,NA,NA,NA,0.014154871,0.002237719,0.053618196,0,0,0,0,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1993","E02","SYGR",0,-18.90468,34.39004,646396.0875,7909143.999,110,-4,0,80,0,0,0,0,1,"1_SW","AX_FA",1.026332617,0,0,10397.94824,146.7473145,146.7473602,7149.865234,207.7147675,1196.640625,1.729707599,0.17018491,0.408595085,0.118391335,0.747710228,0.021756886,0.187298611,0.056738466,NA,NA,NA,0,0.00345347,1.316907406,0,0,0,51,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
"1994","E04","SYGR",0,-18.92648,34.39024,646398.1729,7906731.168,70,-1,0,25,6,5,6,5,2,"2_OW","AR",4.514027119,0,0,8108.509766,851.3939209,1004.626038,8348.763672,517.3314209,2507.550049,2.980464697,0.378349304,1.524006844,0.281635612,1.802664399,0.056453958,0.720321894,0.149772301,NA,NA,NA,0,0,0.050729722,0,0,0,90,"Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,15639.15,15.63915,960.71,-999,608.33,-999,-999,4,174.89,1,-999,-999,234,0.98,2,171.96,1581.45,-999,2.42,-999,293.14,1,4,1,60.83,4955.54,-999,"543;730;869;1297;1525;1763;1848;2629;2655;2693;2986;3046",-999,-999,-999,-999,14120906.18,16.39,-34.83,-9.22,46.19,-17.53,14.33,0,33.95,1,0.13,80.82,227.72,847.89,1495.94
